grid_lat,grid_lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,thput_sample_num,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100,thput_avg,thput_std
-86.907,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,23,92.728,92.728,109.88,109.88,128.544,128.544,128.544,113.38886956521738,12.649701447944036
-86.9065,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,14.584,14.584,16.02752,22.784,30.047359999999998,45.32,63.9104,26.97522731707317,12.811783148359194
-86.9065,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,21,26.088,26.088,26.088,30.688,37.776,37.776,37.776,31.872761904761898,5.70930970645866
-86.9065,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27,34.08896,67.48774399999999,79.49744,98.42112,107.80287999999999,136.48255999999998,154.8176,95.80458074074075,26.538359980003502
-86.9065,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,42.547839999999994,53.12768,63.65248,72.30112,78.0016,88.48895999999999,89.89952,70.10089142857143,12.442046934611257
-86.9065,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,21,17.248,17.248,17.248,17.248,29.84,29.84,30.152,23.259047619047614,6.3047707898081535
-86.9065,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,127,4.170559999999999,21.260160000000003,72.47775999999999,229.832,270.97936,316.484736,419.97439999999995,192.6323137007874,113.65653954287292
-86.9065,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,51,9.377279999999999,14.73856,17.00192,18.928,19.088,20.34656,28.76672,18.163099607843137,3.2797402357144922
-86.9065,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,44,107.93343999999999,127.86022399999999,135.576,136.264,137.624,156.29939199999998,177.95615999999998,138.69790545454546,12.620995886171984
-86.9065,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,20,65.28,65.28,65.28,164.168,164.168,164.168,164.168,123.89240000000004,46.0583154863484
-86.9065,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,21,36.656,36.656,41.984,41.984,60.232,60.232,60.232,48.17447619047619,9.622188839289992
-86.9065,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,24,31.656,31.656,31.656,63.724000000000004,84.76,84.76,128.544,62.77600000000001,31.606580074408562
-86.906,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39,5.16352,10.252224,24.832,27.472,38.44575999999999,61.426944000000006,77.43936,32.82148923076923,17.918158330974293
-86.906,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,21,30.688,30.688,30.688,40.528,40.528,40.528,44.288,36.66895238095238,5.286858734962256
-86.906,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27,75.17056,89.106304,106.564,119.60511999999999,132.48095999999998,144.522368,200.35232,120.07282962962962,25.168479708363247
-86.906,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,49.588159999999995,59.63231999999999,70.02047999999999,80.02592,86.25664,90.91232,106.97312,78.7697219047619,13.84460327448505
-86.906,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,23,29.84,56.216,56.216,56.216,77.424,77.424,92.264,65.85739130434781,13.760287085412424
-86.906,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,129,0.22304,11.660672,106.0912,295.352,331.168,349.376,429.57408,230.7380415503876,133.0037469404841
-86.906,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,49,7.69696,12.321216,16.47872,18.6512,19.408,19.758399999999998,23.85952,17.574955102040814,3.296701536769635
-86.906,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,46,120.50656,137.624,142.328,146.728,169.69871999999998,186.20304,252.18592,156.64073043478257,24.58824090364644
-86.906,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,23,28.128,28.128,28.128,53.152,53.152,62.85440000000001,65.28,43.85391304347827,14.317546589421829
-86.906,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,23,36.656,36.656,36.656,41.536,41.536,70.424,70.424,46.11860869565218,12.988441288613139
-86.906,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,21,42.688,42.688,42.688,75.904,81.904,81.904,81.904,66.10742857142857,18.479064345957582
-86.9055,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40,27.552,27.552,30.456,35.024,96.2924,105.955072,141.49504,62.658007999999995,36.49172143295539
-86.9055,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,21,42.168,42.92,42.92,42.92,44.288,44.288,44.288,43.43466666666666,0.7687747415040378
-86.9055,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28,90.80095999999999,104.446848,120.89663999999999,135.28464,146.05239999999998,158.70726399999998,217.99551999999997,135.21041142857143,27.530671587982646
-86.9055,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,28.18304,50.327679999999994,56.50944,71.10336,77.31232,82.32896,93.57087999999999,67.62416761904763,15.03430402198978
-86.9055,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,23,92.264,92.264,92.264,114.12,114.12,133.43520000000004,138.264,107.76660869565218,15.599940361477785
-86.9055,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,135,15.605119999999998,156.804608,240.23008,295.50752,341.01583999999997,361.109376,474.62111999999996,288.3513333333333,83.08864477522607
-86.9055,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,53,9.856,11.912,13.49664,17.9728,20.344,23.15923200000001,28.8768,17.33133283018868,4.5401190580400845
-86.9055,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,46,99.70031999999999,125.496,125.496,146.728,171.93256,184.72719999999998,222.83648,149.7171843478261,27.669251251116098
-86.9055,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,114.384,114.384,114.384,148.88,148.88,156.864,156.864,136.6784,18.43527637547102
-86.9055,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,24,68.456,68.456,68.456,70.424,71.008,71.008,71.008,69.823,1.1749276573474616
-86.9055,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,24,75.904,75.904,75.904,100.192,116.288,116.288,116.288,97.80266666666667,15.553540847308334
-86.905,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,40,35.024,42.008,42.784,59.112,96.20912,111.57433599999999,133.72928,71.948226,29.953745793015667
-86.905,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,20,34.888,34.888,34.888,38.528,42.168,42.63920000000001,46.88,38.9992,4.321828427876333
-86.905,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28,103.02911999999999,138.588096,153.184,160.40776,169.40256,179.86630399999999,198.12736,160.0251,19.566730188581403
-86.905,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,42.6464,43.379200000000004,45.870079999999994,52.432959999999994,59.3216,66.82368,76.63391999999999,53.61840761904761,9.30186015927992
-86.905,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,24,138.264,138.264,138.264,147.68,160.168,197.632,197.632,157.02933333333334,23.789582332515955
-86.905,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,131,30.17024,125.6,212.0416,289.104,318.248,332.14975999999996,391.58304,260.0425258015267,80.09134299903712
-86.905,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,51,9.856,9.856,11.224,14.98528,16.32784,21.64352,23.750719999999998,14.546421960784315,4.067586646069438
-86.905,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,52,125.496,160.016,160.016,169.768,175.944,184.344,188.4784,168.40231999999997,13.960019756177335
-86.905,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,27,156.864,156.864,178.144,178.144,207.064,207.064,207.064,184.4835555555556,19.330123544533116
-86.905,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,24,63.952,63.952,63.952,67.568,67.568,71.008,83.312,67.66,5.204027670948724
-86.905,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,26,99.528,99.528,99.528,116.288,134.8,134.8,134.8,117.37907692307691,15.521455772632129
-86.9045,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,39,54.884159999999994,73.888,73.888,76.49727999999999,92.408,101.64223999999999,125.63456,84.10831589743589,14.528350442660809
-86.9045,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,18,44.672,44.672,44.672,44.672,46.88,46.88,46.88,45.653333333333336,1.0971640209598996
-86.9045,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,29,150.16,150.16,150.16,152.512,160.304,160.304,162.8,154.2913103448276,4.549343879206355
-86.9045,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,29.184,32.60095999999999,45.4432,51.4736,55.2656,58.454719999999995,60.87936,49.078339047619046,9.094866171688972
-86.9045,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,26,197.632,197.632,221.216,221.216,257.512,257.512,257.512,228.33753846153846,23.101117870438763
-86.9045,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,129,0.7824,97.274432,188.592,307.5904,357.536,362.616,429.82688,270.5536942635659,106.74307436333751
-86.9045,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,54,7.87776,12.726399999999998,15.632,19.2,21.32,24.243232,30.020799999999998,18.818162962962962,4.581112459271757
-86.9045,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,48,155.704,155.704,167.232,176.416,182.52,187.832,187.832,174.0855,10.198913295869644
-86.9045,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,28,82.912,82.912,82.912,173.696,187.792,187.792,187.792,149.0462857142857,45.88450222558589
-86.9045,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,59.816,59.816,59.816,60.384,83.312,83.312,83.312,67.47104,10.869113923333398
-86.9045,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,23,94.928,94.928,94.928,106.12,121.712,121.712,121.712,106.67721739130431,11.777559823134998
-86.904,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,9.73376,71.216,71.216,107.528,133.264,133.264,157.504,101.1347824390244,30.218340179700174
-86.904,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,21,29.696,29.696,29.696,45.584,45.584,45.584,59.864,38.698285714285724,9.083028533861311
-86.904,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,30,115.51104,151.468832,162.8,168.328,168.328,187.21372800000003,207.34848,166.76012800000007,18.819715561056782
-86.904,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,21,38.358399999999996,43.580799999999996,48.19872,51.739839999999994,56.426559999999995,61.57376,72.60831999999999,52.7437257142857,8.061574324387545
-86.904,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,29,257.512,291.12,291.12,323.976,343.416,343.416,343.416,315.9249655172414,25.045839258671776
-86.904,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,133,1.2364799999999998,161.526208,279.24,324.52056,346.872,351.984,494.18208,290.2622839097744,89.97890897701306
-86.904,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,57,0.7055999999999999,15.20576,18.4192,18.984,21.32,23.690496,26.896639999999998,19.03744,4.528855183565962
-86.904,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,48,155.704,167.488,167.488,176.936,179.648,180.5096,184.96,173.7976666666667,7.39001361448152
-86.904,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,27,82.912,165.144,179.192,193.24,209.184,209.184,209.184,188.81540740740743,26.472984629701074
-86.904,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,55.496,55.496,55.496,60.384,72.328,72.328,72.328,63.29664,7.638113750815709
-86.904,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,24,96.176,96.176,96.176,106.12,125.184,125.184,125.184,107.91700000000002,12.776446832616125
-86.9035,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,41,8.8128,125.80735999999999,132.6016,157.504,220.79488,251.46719999999996,284.74976,172.0336468292683,55.73395676359848
-86.9035,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,23,59.864,59.864,59.864,60.152,60.152,72.52320000000002,75.616,62.04382608695652,5.258195223955888
-86.9035,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,29,116.27103999999999,125.80672,140.28,158.36896,169.15392,192.350528,226.08447999999999,158.59133793103445,24.99631053914866
-86.9035,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,22,42.55872,49.17792,54.3304,56.630880000000005,60.66064,62.442271999999996,70.6336,56.83703272727273,6.477699165886674
-86.9035,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,29,286.856,316.552,343.744,343.744,382.472,382.472,382.472,349.8223448275863,30.342200470604215
-86.9035,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,134,42.413439999999994,233.30608,305.2,318.048,349.792,379.448,394.92,308.3235940298507,70.13169577385669
-86.9035,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,59,2.36896,12.436224000000001,17.984,18.616,20.784,21.192,23.289599999999997,17.869987796610168,4.375690942634212
-86.9035,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,52,167.888,167.888,168.08,176.208,179.544,184.96,184.96,175.08923076923082,6.355138613193217
-86.9035,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,29,165.144,165.144,284.648,284.648,290.76,293.952,293.952,267.4347586206897,46.8060114394804
-86.9035,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,62.64,62.64,62.64,130.16,154.096,154.096,154.096,112.7264,41.81892621098729
-86.9035,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,25,125.184,150.424,150.424,176.68,176.68,184.91200000000003,190.4,163.70432,18.496442690896
-86.903,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43,144.58239999999998,167.721024,192.4296,217.02208,239.64671999999996,273.25049600000006,307.12064,219.08127999999996,38.994810501648296
-86.903,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,22,63.272,63.272,74.76,74.76,75.616,75.616,75.616,72.94363636363636,4.574851398932436
-86.903,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,28,149.77247999999997,164.14944,180.99455999999998,203.43599999999998,212.80736,232.717056,253.95935999999998,199.1599085714286,25.136574080756414
-86.903,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,22,39.65408,49.737056,67.65248,77.09392,83.17607999999998,88.861568,98.52864,74.03182545454544,14.551259505006533
-86.903,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,38,14.61,111.728,138.72,219.696,287.384,287.384,287.384,220.6931052631579,77.61373085885658
-86.903,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,144,0.93088,158.688768,221.76608,284.808,318.99487999999997,353.592,468.21344,265.13194444444446,89.881974181105
-86.903,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,63,0.35007999999999995,14.338047999999999,18.869439999999997,24.73024,29.536,29.776,29.776,23.133917460317463,6.693932127963656
-86.903,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,58,13.8056,173.744,198.208,208.056,214.342,214.704,294.20288,195.52875034482764,45.22599333304981
-86.903,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,31,0.22976,233.032,233.032,293.952,314.008,321.50176,348.288,277.4017238709677,64.35733662245056
-86.903,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,26,130.16,130.16,136.64,136.64,176.944,176.944,176.944,152.04123076923074,20.73133431511843
-86.903,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,27,5.07808,186.214528,190.4,233.616,287.53679999999997,308.54848,324.19167999999996,234.95860148148148,67.14263323164343
-86.9025,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35,111.08639999999998,141.094272,150.25824,199.24287999999999,213.928,232.143936,233.352,186.65684114285716,36.378488415980584
-86.9025,40.4685,328,1300,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,9,29.356479999999998,145.404096,174.416,229.48160000000001,247.88351999999998,271.743104,279.02144,205.06791111111113,71.97019617557572
-86.9025,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,25,37.25344,63.272,63.272,128.31168,145.27967999999998,161.170176,169.32288,111.99723520000002,41.39720376240049
-86.9025,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27,157.47424,170.97759999999997,183.0784,205.17855999999998,221.77967999999998,250.55488000000003,267.65664,205.91582814814814,29.786379824515247
-86.9025,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,22,35.09216,51.410272,58.61584,64.5,72.01983999999999,74.59014400000001,79.856,63.32203636363636,10.74536648424399
-86.9025,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,35,111.728,381.856,381.856,392.472,432.256,432.256,432.256,383.424,71.55442988462897
-86.9025,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,150,0.42976,157.568256,284.5116,332.792,362.13496,423.79871999999995,507.16512,313.08440906666664,102.9067118093699
-86.9025,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,68,5.9792,15.549823999999997,22.6884,25.22224,28.444239999999997,28.824,31.8976,23.633609411764706,5.564380964765158
-86.9025,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,60,37.584,37.584,173.88551999999999,204.86496,213.256,220.972736,307.52256,179.42401066666662,64.29848706149566
-86.9025,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,31,199.392,275.13311999999996,346.41855999999996,379.07808,450.67616,479.14655999999997,504.83104,381.92992,77.32986932251812
-86.9025,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,29,163.568,163.568,163.568,166.432,229.296,229.296,229.296,187.12165517241385,30.618372226689782
-86.9025,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,30,40.59832,172.84300799999997,208.55903999999998,245.13536,265.9108,298.989056,328.33024,234.14675999999997,57.036500933756436
-86.902,40.4685,328,1300,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,25,157.43807999999999,185.61888,206.17311999999998,247.33216,260.42848,286.18182399999995,297.91071999999997,236.068352,38.19509937155645
-86.902,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19,87.75551999999999,95.63359999999999,105.07408,116.91264,129.34656,138.291776,143.34464,117.0485894736842,15.898089310636797
-86.902,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,25,49.001599999999996,70.359488,91.57536,107.37664,119.02207999999999,133.717568,158.87295999999998,105.2661248,26.860813366630747
-86.902,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,27,35.82416,78.319744,111.85119999999999,129.12192,158.97232,172.402752,184.98208,128.3963022222222,38.57202847513182
-86.902,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,22,28.64768,43.279456,45.68784,50.07216,58.27296,59.69152,62.99135999999999,50.59003636363638,8.125665990610774
-86.902,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,30,297.664,297.664,297.664,316.432,382.616,382.616,382.616,334.44346666666667,37.40478165131059
-86.902,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,154,0.34271999999999997,168.32934400000002,299.408,322.72,351.008,403.275752,541.5014399999999,309.2150238961039,90.91802157467642
-86.902,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,71,0.5907199999999999,6.5264,11.64816,20.4304,21.76,25.512,34.91648,17.33150647887324,7.245551446708058
-86.902,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,58,37.584,105.456,125.36,179.6,200.53088000000002,217.37404800000002,269.6432,169.71510068965515,46.85333623116243
-86.902,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,26,104.49023999999999,131.70976,189.14216,225.64607999999998,260.69208,284.49039999999997,350.40736,220.9804307692308,59.68064268183992
-86.902,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,0.12031999999999998,0.36572800000000016,32.18624,179.55391999999998,229.296,272.901632,366.35392,153.68994239999998,106.73083119754597
-86.902,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,26,0.10336,0.15775999999999998,0.18903999999999999,20.49152,28.341279999999998,40.587999999999994,100.82368,19.889630769230767,22.755587823746115
-86.9015,40.4685,328,1300,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,24,186.57088000000002,191.888896,212.83368000000002,242.14015999999998,252.25727999999998,264.31206399999996,269.01664,233.5226133333333,26.062025064962917
-86.9015,40.4685,328,1300,None,None,None,None,None,None,None,None,None,None,None,None,None,None,21,115.49056,122.67903999999999,124.768,140.08032,146.88544,159.54399999999998,161.85248,138.1759695238095,13.696716906881798
-86.9015,40.4685,329,1550,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,24,60.033919999999995,84.987328,101.04816,119.89087999999998,134.75448,146.555168,159.93344,117.45789333333333,24.324193933104727
-86.9015,40.4685,329,1550,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,20.72544,58.542719999999996,97.0788,126.96047999999999,139.90015999999997,158.456,168.36192,115.63528615384614,40.1380994548367
-86.9015,40.4685,329,1075,None,None,328,55344,328,55542,328,55740,None,None,None,None,None,None,23,37.92064,43.997631999999996,46.1992,55.6768,60.5488,64.561024,77.18047999999999,54.70000695652174,9.813680301305412
-86.9015,40.4685,329,1075,328,648672,328,67086,None,None,None,None,None,None,None,None,None,None,26,337.856,337.856,366.752,366.752,403.872,403.872,403.872,375.47200000000004,24.788986139940338
-86.9015,40.4685,329,1075,328,648672,328,66586,None,None,None,None,None,None,None,None,None,None,161,23.227199999999996,217.10304,323.128,333.168,346.424,368.8096,447.51424,321.0240556521739,67.88604199805211
-86.9015,40.4685,329,1075,None,None,328,56244,328,56442,328,56640,None,None,None,None,None,None,72,15.888,19.100928,19.648,22.352,24.08744,25.292959999999997,30.553279999999997,21.924401111111113,2.814843182132668
-86.9015,40.4685,328,5230,None,None,328,66836,329,67086,329,1075,None,None,None,None,None,None,64,125.36,176.30908799999997,182.544,187.096,205.64525999999998,220.924928,251.16639999999998,190.09377125,24.967752447891126
-86.9015,40.4685,329,1550,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,24,19.67872,212.101216,263.4052,305.6448,357.51008,401.202064,499.33439999999996,304.4736833333333,98.33464136744888
-86.9015,40.4685,328,1050,328,648672,None,None,None,None,None,None,None,None,None,None,None,None,25,0.22911999999999996,0.251328,0.41888,45.76448,74.03135999999999,130.85068800000005,167.84448,50.3303232,48.549663314023235
-86.9015,40.4685,329,1075,328,648672,329,67086,None,None,None,None,None,None,None,None,None,None,25,0.21760000000000002,17.875008,36.989439999999995,38.35104,59.95008,78.032256,119.27423999999999,47.361894400000004,27.71491769182367
-86.901,40.4685,328,1300,329,177150,None,None,None,None,None,None,None,None,None,None,None,None,24,144.04,169.498336,190.57151999999996,232.5392,247.69895999999997,268.555456,275.40576,221.16444,37.84192275575155
