grid_lat,grid_lon,thput_sample_num,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100,thput_avg,thput_std
-86.9155,40.452,551,0.28,1.664,2.312,4.776,14.34824,25.408,54.12488,9.856363847549908,10.61484727190305
-86.9155,40.4525,1244,1.632,3.9200000000000017,6.616,17.03536,24.824,29.376,56.3072,17.130313697749198,11.046481847366586
-86.9155,40.453,2804,0.0,1.152,2.96,7.932,19.632,31.430096000000002,65.01648,12.722694265335235,12.364671758784084
-86.9325,40.46,711,0.0,1.904,5.552,12.408,24.985599999999998,33.312,110.38639999999998,15.620857158931083,13.010115666323276
-86.933,40.46,347,0.59312,7.696,12.672,18.584,28.016,43.076864,70.44912,22.564734063400575,14.428120292435358
-86.933,40.4605,1043,0.22815999999999997,7.496,13.704,23.544,31.096,50.62579200000003,105.97568,25.49347781399808,17.526785403264395
-86.933,40.461,15,5.44,14.667520000000003,40.01432,53.60768,59.5008,70.29635199999998,92.2624,48.385952,22.425543318360635
-86.9335,40.461,336,1.2779199999999997,6.2,9.085999999999999,17.728,32.8922,50.44904,84.78351999999998,23.382524523809522,17.737591333322047
-86.9335,40.4615,58,3.2869599999999997,7.888,9.176,13.171119999999998,26.15356,37.444192,55.01776,18.755462068965514,12.566348604469708
-86.934,40.4615,358,1.9998399999999998,6.168416000000001,10.176,19.016,32.1682,44.56544,95.70719999999999,22.62221452513966,16.486135415087368
-86.934,40.462,109,0.83536,4.603104,5.336,9.696,24.927999999999997,37.562304,65.01056,16.130548256880736,14.475801799016104
-86.9345,40.462,282,2.28,5.784,8.752,14.655919999999998,32.51524,50.006736,82.15616,22.14659007092198,17.506510180345472
