grid_lat,grid_lon,thput_sample_num,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100,thput_avg,thput_std
-86.947,40.473,1220,0.0,1.680416,4.406879999999999,9.18992,20.952399999999997,58.072,122.60896,17.863725836065573,21.10250400129351
-86.9465,40.4725,267,0.0,1.51008,6.83168,19.7632,45.86703999999999,65.03775999999999,322.70495999999997,28.68879820224719,30.84359115690828
-86.9465,40.472,219,0.0,1.943936,4.42,11.425279999999999,34.764799999999994,48.878720000000015,82.26848,20.32959853881279,19.61503984765538
-86.946,40.472,324,0.0,1.5920960000000004,4.21696,15.233919999999998,35.10728,48.320447999999985,117.39808,21.439960493827158,20.622591352809845
-86.946,40.4715,10,0.0,0.45928800000000003,0.672,0.9079999999999999,1.08436,1.1835119999999997,1.85592,0.875488,0.45578554704597646
-86.9455,40.4715,560,0.0,0.0,0.36,1.8456000000000001,12.43352,26.428224000000004,69.31743999999999,8.22368457142857,11.493851317982482
-86.9455,40.471,413,0.0,0.0,1.12896,7.976,17.13184,23.858560000000004,44.5104,10.04280464891041,9.518767799697782
-86.9455,40.4705,274,0.0,0.0,0.8672799999999999,4.76,13.069039999999998,25.392,145.23136,10.639543357664234,15.70979810303317
-86.9455,40.47,299,0.0,0.0,2.952,13.358399999999998,23.608,33.40863999999999,151.21568,16.415174581939798,18.061784820715644
-86.9455,40.4695,291,0.0,0.0,3.75152,14.248,35.60128,53.66944,163.53856,23.359403161512027,27.152935456606276
-86.946,40.4695,132,0.0,0.0,0.0,5.46256,8.93952,17.820576,31.576,6.759917575757575,8.309459936386862
-86.946,40.469,104,0.0,0.0,0.0,10.6464,14.55208,34.070752000000006,53.59232,12.001953846153846,12.946781558614681
-86.9465,40.469,223,0.0,0.0,0.39888,4.976,8.904,21.105408,38.7776,7.550232107623318,8.582074409867612
-86.947,40.469,3,0.0,0.4672,1.168,2.336,2.336,2.336,2.336,1.5573333333333332,1.1012009605678499
-86.947,40.4685,259,0.0,0.0,3.12,7.00064,12.032,35.95264,66.39616,11.64883027027027,14.396218838687155
-86.947,40.468,295,0.0,0.0,0.8550399999999999,7.016,15.570079999999997,32.04275200000002,84.87776,12.124835796610167,14.98639659574694
-86.947,40.4675,3151,0.0,0.0,0.0,7.736,37.31728,64.5744,184.11903999999998,21.835778863852745,27.52344613183632
-86.947,40.467,2107,0.0,0.0,0.0,3.56,10.035999999999998,23.636928000000005,126.7632,7.811731979117228,11.401564505453967
-86.9465,40.467,215,0.47872,2.688,3.7907199999999994,8.767999999999999,30.13232,50.264,118.2944,19.476199441860462,21.82525778350118
-86.9465,40.4675,129,0.576,1.376,3.2079999999999997,10.163519999999998,45.232,53.198208,75.95519999999999,23.37351441860465,22.357791163399593
-86.946,40.4675,142,0.7084799999999999,1.9348800000000004,4.524399999999999,9.531679999999998,38.408,49.508768,181.80095999999998,22.18166591549296,25.4797697358093
-86.9455,40.4675,156,0.0,0.12319999999999999,1.58392,7.520159999999999,44.176,71.84432,171.64672,27.48009128205128,33.378264512857044
-86.945,40.4675,173,0.0,0.2648959999999999,2.1702399999999997,6.652479999999999,52.7376,66.866752,123.03008,25.783968092485548,29.953214560623316
-86.9445,40.4675,225,0.0,1.525376,4.04608,9.91936,39.948479999999996,65.003072,115.97407999999999,23.038813866666665,26.649062472466827
-86.944,40.4675,272,0.0,0.0,3.592,8.39312,19.5624,70.05932800000002,151.78368,21.34706970588235,31.52417633976874
