grid_lat,grid_lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,thput_sample_num,thput_0,thput_10,thput_25,thput_50,thput_75,thput_90,thput_100,thput_avg,thput_std
-86.9465,40.4725,103,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,71,0.12544,1.376,2.4206399999999997,6.18496,10.684479999999999,14.68928,24.415680000000002,7.311107605633802,5.770634687606463
-86.9465,40.4725,51,1200,210,126270,372,1001,None,None,417,67011,None,None,None,None,None,None,80,0.8412799999999999,21.998687999999998,33.763679999999994,46.492799999999995,64.44087999999999,69.79440000000001,96.90656,46.345532000000006,20.078451267107628
-86.9465,40.472,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,81,0.0,1.5593599999999999,2.60192,4.15648,6.173439999999999,7.2259199999999995,14.6656,4.597326419753085,2.801966713056177
-86.9465,40.472,372,1001,210,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,71,1.55232,5.07936,11.44464,24.256319999999995,39.64832,48.59551999999999,59.77248,25.677678873239433,16.412570215486163
-86.9465,40.472,51,1200,210,126270,372,1001,None,None,417,67011,None,None,None,None,None,None,4,17.7408,29.96208,48.294,62.24592,70.0772,77.391968,82.26848,56.125280000000004,23.770507425328553
-86.9465,40.472,178,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,19,0.23679999999999998,7.951168,20.10192,35.1408,50.668,67.429248,71.80704,36.439141052631584,21.84571665254358
-86.9465,40.472,105,68661,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,63.418879999999994,63.418879999999994,63.418879999999994,63.418879999999994,63.418879999999994,63.418879999999994,63.418879999999994,63.418879999999994,0.0
-86.9465,40.472,105,3125,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,0.96448,10.133504,27.40544,32.63232,36.516479999999994,53.794944,63.5652,31.399452307692304,16.82194289546939
-86.9465,40.472,22,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11,9.92832,20.432,20.432,44.51392,45.06831999999999,58.882960000000004,67.65512,36.86071272727273,17.29339691320418
-86.9465,40.472,22,1200,210,126270,None,None,322,67011,103,1001,None,None,None,None,None,None,14,0.008,12.846016,22.14888,37.91392,43.083279999999995,50.335840000000005,54.88352,33.054217142857134,15.304066577688907
-86.946,40.472,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,97,0.0,1.3839360000000003,2.3935999999999997,3.9356799999999996,5.45536,6.812864,10.847359999999998,4.105999175257732,2.2344051105760543
-86.946,40.472,372,1001,114,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,6,34.48896,35.305719999999994,36.54698,46.32288,58.97758,63.360640000000004,66.3596,48.329746666666665,12.669283096911558
-86.946,40.472,372,1001,210,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,86,1.20576,6.983039999999999,18.77712,36.1256,53.01208,68.96144,117.39808,37.83860186046512,23.492283279998933
-86.946,40.472,22,1200,210,126270,None,None,322,67011,103,1001,None,None,None,None,None,None,44,0.48575999999999997,11.151839999999998,21.4588,32.35728,44.30784,50.098912000000006,61.110079999999996,31.611963636363637,15.202808982203539
-86.946,40.472,417,67011,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,1,43.16256,43.16256,43.16256,43.16256,43.16256,43.16256,43.16256,43.16256,0.0
-86.946,40.472,417,1475,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,60,0.7180799999999999,8.508992000000001,16.575519999999997,21.21328,28.73344,39.15641599999999,47.555519999999994,22.663877333333335,11.407073855790516
-86.946,40.472,322,1475,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,16,0.8412799999999999,2.43616,5.117519999999999,11.03424,16.614559999999997,27.645599999999998,38.12448,13.140339999999998,10.14163266570033
-86.946,40.4715,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.946,40.4715,153,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,0.51032,0.639664,0.672,0.9536,1.1088,1.2582240000000002,1.85592,0.9727644444444444,0.36904697849434087
-86.9455,40.4715,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,79,0.0,1.669888,3.44384,5.608,7.0448,7.986048,9.30848,5.267131139240508,2.3986955937701055
-86.9455,40.4715,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4715,372,1001,210,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,67,0.83424,4.627008,7.050879999999999,14.318399999999999,22.059039999999996,31.452287999999996,69.31743999999999,17.123032835820897,12.828566869686819
-86.9455,40.4715,22,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4715,153,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,17,0.038639999999999994,0.144,0.144,0.3696,0.464,1.044032,1.3976,0.46374117647058827,0.39465445511205416
-86.9455,40.4715,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,133,0.176,0.344,0.392,0.64,0.808,0.952,1.5752,0.623628872180451,0.2718978788106585
-86.9455,40.4715,372,1001,210,125290,51,66736,417,67011,153,5035,None,None,None,None,None,None,22,12.62624,14.952255999999998,19.08896,22.987359999999995,26.20272,29.276192,32.83808,22.56581818181818,5.352186753974012
-86.9455,40.4715,322,1475,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,7,10.21856,11.01056,13.441119999999998,23.77856,31.79808,40.922624000000006,49.36064,24.83373714285714,13.118153340542708
-86.9455,40.4715,322,1475,382,126270,103,1001,22,66736,None,None,None,None,None,None,None,None,18,4.95616,9.372512,13.009519999999998,19.036,27.0188,35.613824,40.0752,20.508711111111108,9.831425581227265
-86.9455,40.4715,417,1475,382,126270,None,None,None,None,None,None,None,None,None,None,None,None,14,7.416639999999999,13.11472,15.607679999999998,20.85008,26.90536,31.744799999999998,33.08895999999999,21.710148571428572,7.669891316040233
-86.9455,40.4715,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,96,0.6208,1.616,5.549519999999999,11.985759999999999,25.317119999999996,35.4624,61.68447999999999,16.746953333333334,13.4848026891691
-86.9455,40.471,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,32,0.0,3.705456,5.712,6.07576,10.504,10.504,11.416,7.0716325,2.850762691551815
-86.9455,40.471,372,1001,None,None,51,66736,None,None,None,None,None,None,None,None,None,None,18,0.1248,0.328224,1.5308799999999998,4.6432,14.33072,20.073056,27.322239999999997,8.482168888888888,8.355107337538378
-86.9455,40.471,372,1001,210,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,25,0.11615999999999999,2.5696,8.25088,12.664,22.204799999999995,28.768064,44.5104,15.3923584,10.675870797272765
-86.9455,40.471,22,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.471,22,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.471,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,45,0.36704,0.821312,1.12896,2.2704,3.8175999999999997,7.141248000000001,11.919679999999998,3.1651057777777774,2.6253057425082167
-86.9455,40.471,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,52,0.536,0.536,0.72,0.928,1.752,2.64,2.64,1.2033846153846155,0.6979977450328947
-86.9455,40.471,372,1001,210,125290,51,66736,417,67011,153,5035,None,None,None,None,None,None,135,0.12319999999999999,7.5616639999999995,12.3904,17.89568,23.58928,27.809728,44.32384,18.18154429629629,8.378348175884785
-86.9455,40.471,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,57,1.3190399999999998,5.911168,9.089599999999999,13.396479999999999,16.74816,19.745391999999995,25.91584,12.70848842105263,5.493031491336391
-86.9455,40.4705,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,38,10.952,10.952,11.068,13.308,15.2,25.392,25.392,15.599789473684215,5.708122371525531
-86.9455,40.4705,372,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,5,54.56,56.349568000000005,59.03392,62.55519999999999,76.44479999999999,117.716736,145.23136,79.565056,33.639010243110064
-86.9455,40.4705,372,1001,60,520110,51,66736,None,None,None,None,None,None,None,None,None,None,37,0.096,0.096,0.216,7.17728,33.07392,49.19321599999999,93.39008,18.97723675675676,23.273165503813676
-86.9455,40.4705,372,1001,None,None,51,66736,None,None,None,None,None,None,None,None,None,None,3,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.0
-86.9455,40.4705,22,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4705,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43,0.47967999999999994,2.068864,2.8886399999999997,5.3609599999999995,9.809919999999998,11.705600000000004,12.80576,6.159196279069767,3.7313499226313573
-86.9455,40.4705,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,48,2.64,2.704,2.704,3.7880000000000003,4.76,4.76,8.944,4.1000000000000005,1.6476245527020612
-86.9455,40.4705,372,1001,210,125290,51,66736,417,67011,153,5035,None,None,None,None,None,None,9,14.52,20.315328,22.9328,26.255679999999998,29.180799999999998,30.908608,31.948479999999996,25.475626666666667,5.029450115575923
-86.9455,40.4705,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,45,0.23104,3.784,6.465919999999999,12.121599999999999,18.11072,21.042944,21.931839999999998,11.797461333333333,6.630059336902765
-86.9455,40.47,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,43,0.0,0.0,3.924,18.872,19.416,19.416,25.392,11.771348837209302,8.3675731551161
-86.9455,40.47,372,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,52,0.47872,3.228544000000001,11.68288,26.208,49.430719999999994,73.601824,151.21568,33.106559999999995,30.72485827442909
-86.9455,40.47,22,1200,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.47,372,1001,721,520110,None,None,None,None,None,None,None,None,None,None,None,None,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.47,372,1001,321,520110,51,66736,None,None,None,None,None,None,None,None,None,None,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.47,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,47,1.31296,3.8261760000000002,6.0488,8.10464,10.53664,12.475007999999999,16.43296,8.118452765957446,3.35446643242574
-86.9455,40.47,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11,8.944,8.944,8.944,8.944,13.36,13.36,13.36,10.549818181818184,2.124297779938405
-86.9455,40.47,417,1475,210,125290,None,None,372,1001,None,None,None,None,None,None,None,None,47,13.36,13.36,14.216,23.608,24.688,28.264,28.264,21.32204255319149,5.804032750459116
-86.9455,40.47,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,29,6.35904,13.227199999999998,19.5824,23.21664,33.66976,35.985856,43.216319999999996,25.361125517241373,9.264861084391551
-86.9455,40.47,417,1475,None,None,51,66736,372,1001,None,None,None,None,None,None,None,None,12,17.20096,20.649216000000003,26.024880000000003,30.04048,35.278,40.183840000000004,43.78496,30.37250666666667,7.781469744246405
-86.9455,40.47,417,1475,382,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,4,6.98016,7.654176,8.665199999999999,18.17984,29.698159999999998,34.315808,37.394239999999996,20.183519999999998,12.638018543426814
-86.9455,40.4695,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4695,372,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,108,0.59488,8.933408,25.2376,41.20464,54.29487999999999,83.58415999999998,163.53856,44.95401185185186,32.00794771323789
-86.9455,40.4695,372,1001,321,520110,51,66736,None,None,None,None,None,None,None,None,None,None,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4695,103,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9455,40.4695,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,49,1.2047999999999999,2.971456,4.87456,6.6105599999999995,8.03648,10.3072,11.33024,6.473157551020407,2.657696436987805
-86.9455,40.4695,417,1475,210,125290,None,None,372,1001,None,None,None,None,None,None,None,None,49,14.248,14.248,22.616,22.904,31.576,37.328,37.328,25.19395918367347,8.085941243556771
-86.9455,40.4695,417,1475,382,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,8,10.25568,10.333407999999999,16.44088,19.128159999999998,27.62048,32.811392,33.40096,21.159799999999997,8.322887229705806
-86.9455,40.4695,417,1475,None,None,51,66736,372,1001,None,None,None,None,None,None,None,None,24,1.18272,1.589184,2.8601599999999996,7.1528,11.02792,23.196415999999992,29.10368,9.232746666666666,8.034941801595219
-86.946,40.4695,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.946,40.4695,103,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.946,40.4695,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,14,0.83424,3.502464,5.42376,7.14048,10.071359999999999,12.824192,13.27488,7.662377142857144,3.592514653990251
-86.946,40.4695,417,1475,210,125290,None,None,372,1001,None,None,None,None,None,None,None,None,31,7.688,7.688,7.688,8.816,14.52,14.52,31.576,11.906322580645158,6.955493147735806
-86.946,40.4695,417,1475,None,None,51,66736,372,1001,None,None,None,None,None,None,None,None,8,5.704,5.924416,6.53008,8.62576,10.294640000000001,13.373503999999999,15.73984,9.17256,3.2078700931303312
-86.946,40.4695,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,19,0.50752,5.714752,14.26624,18.59104,23.99648,27.898239999999998,30.70048,18.029439999999997,8.327559631534191
-86.946,40.469,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,6,0.0,0.0,0.0,0.0,0.0,0.272,0.544,0.09066666666666667,0.20273682995998094
-86.946,40.469,51,1200,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,4,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.544,0.0
-86.946,40.469,103,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.946,40.469,372,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.946,40.469,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,36,4.268159999999999,6.475679999999999,7.71248,10.0296,12.546159999999999,14.484639999999999,17.91808,10.259688888888888,3.2338701172449515
-86.946,40.469,417,1475,210,125290,None,None,372,1001,None,None,None,None,None,None,None,None,22,12.96,12.96,12.96,13.74,15.16,15.16,15.16,13.972727272727276,1.0325880187804448
-86.946,40.469,417,1475,210,126270,51,66736,372,1001,None,None,None,None,None,None,None,None,5,30.191679999999998,32.568768,36.1344,38.91936,44.41408,47.210559999999994,49.07487999999999,39.74688,6.539586959140461
-86.946,40.469,153,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9,27.512639999999998,30.812479999999997,35.1136,40.82272,46.967999999999996,51.593984,53.59232,41.11111111111111,8.186795599283906
-86.9465,40.469,51,1200,210,126270,None,None,None,None,None,None,None,None,None,None,None,None,18,0.544,0.544,1.5180000000000002,4.44,4.44,4.976,4.976,3.447111111111111,1.8106330657439769
-86.9465,40.469,354,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22,2.336,2.336,3.064,3.064,4.976,4.976,4.976,3.6269090909090895,1.0530220971993336
-86.9465,40.469,372,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9465,40.469,372,1001,None,None,417,67011,None,None,None,None,None,None,None,None,None,None,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.9465,40.469,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,35,0.5827199999999999,2.0553600000000003,3.4735999999999994,5.03712,7.677919999999999,10.931327999999999,16.273919999999997,5.8739291428571425,3.5753523128772082
-86.9465,40.469,417,1475,210,125290,None,None,372,1001,None,None,None,None,None,None,None,None,27,5.328,5.328,8.544,8.544,8.904,8.904,15.16,8.571851851851854,2.2814164492895994
-86.9465,40.469,417,1475,382,125290,51,66736,372,1001,None,None,None,None,None,None,None,None,20,5.328,5.328,5.328,13.059999999999999,20.656,20.656,20.656,13.019199999999998,7.636945316027867
-86.9465,40.469,417,1475,210,125290,51,66736,372,1001,None,None,None,None,None,None,None,None,6,5.464,5.464,5.464,5.464,5.464,5.464,5.464,5.4639999999999995,8.881784197001252e-16
-86.9465,40.469,372,1001,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,2,4.144,4.276,4.474,4.804,5.134,5.332000000000001,5.464,4.804,0.6600000000000001
-86.9465,40.469,153,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,26,0.007039999999999999,10.4328,18.2916,23.67552,26.42816,34.616159999999994,38.7776,22.51068307692308,9.607498653447239
-86.9465,40.469,22,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,3.6959999999999997,5.158399999999999,9.73984,17.689919999999997,23.065920000000002,25.320767999999997,25.803839999999997,16.67542153846154,7.83583916854803
-86.947,40.469,354,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,2,2.336,2.336,2.336,2.336,2.336,2.336,2.336,2.336,0.0
-86.947,40.469,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4685,354,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,2.336,2.336,2.336,4.468,6.6,6.6,6.6,4.468,2.132
-86.947,40.4685,153,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8,3.12,3.12,5.7299999999999995,6.6,6.6,6.6,6.6,5.7299999999999995,1.506884202584923
-86.947,40.4685,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12,3.12,3.12,3.12,3.12,3.6740000000000004,5.336,5.336,3.674,0.9595561473931581
-86.947,40.4685,417,1475,210,126270,None,None,372,1001,51,66736,None,None,None,None,None,None,17,5.336,5.336,5.336,8.688,8.688,8.688,8.688,7.307764705882354,1.6496967111424832
-86.947,40.4685,372,1001,None,None,417,67011,None,None,None,None,None,None,None,None,None,None,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4685,372,1001,382,126270,417,67011,51,66736,None,None,None,None,None,None,None,None,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4685,372,1001,382,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4685,372,1001,210,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4685,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,46,0.0,4.07712,6.203759999999999,8.596,11.42192,12.99584,15.223999999999998,8.482045217391303,3.4636121388501584
-86.947,40.4685,372,1001,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,64,4.144,4.144,6.296,10.496,12.032,16.744,16.744,10.184750000000001,3.8531446167383856
-86.947,40.4685,22,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,4,8.55168,12.582239999999999,18.62808,24.8544,28.640879999999996,30.295008,31.397759999999998,22.41456,8.677964975822384
-86.947,40.4685,22,1200,382,126270,None,None,322,67011,103,1001,None,None,None,None,None,None,20,15.51328,28.25888,38.29568,45.265600000000006,51.21704,60.56796800000001,66.39616,44.316528,12.860216256779509
-86.947,40.4685,372,1001,382,126270,None,None,None,None,None,None,None,None,None,None,None,None,11,9.48128,15.01632,24.48352,35.192,38.43584,41.19808,43.19008,30.949207272727268,10.709112004552766
-86.947,40.4685,372,1001,210,126270,51,66736,417,67011,None,None,None,None,None,None,None,None,11,7.2336,9.803199999999999,23.76592,36.46912,52.30432,59.52703999999999,62.182719999999996,37.15589818181818,18.798259264898977
-86.947,40.468,417,1475,210,126270,None,None,372,1001,51,66736,None,None,None,None,None,None,37,10.576,10.576,10.576,14.616,14.736,19.816,19.816,14.290594594594593,3.022455234814449
-86.947,40.468,372,1001,210,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.468,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,57,0.0,0.803072,1.42848,2.2704,3.97184,6.286335999999999,14.05472,3.1031859649122806,2.605875587109684
-86.947,40.468,372,1001,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,74,6.616,6.616,6.616,10.96,16.768,20.504,20.504,12.011783783783784,4.895267251822322
-86.947,40.468,372,1001,210,126270,51,66736,417,67011,None,None,None,None,None,None,None,None,60,1.7987199999999999,9.002559999999999,18.092879999999997,31.924799999999998,43.85536,60.924864,84.87776,33.038682666666666,19.514709882776963
-86.947,40.4675,417,1475,210,126270,None,None,372,1001,51,66736,None,None,None,None,None,None,52,15.944,15.944,19.816,24.072,27.72,29.912,29.912,23.260615384615388,4.7107898004876745
-86.947,40.4675,103,1001,321,520110,None,None,None,None,None,None,None,None,None,None,None,None,18,25.648,25.648,25.648,25.648,30.968,32.76800000000001,36.968,28.679111111111112,3.805856435794255
-86.947,40.4675,417,67011,None,None,51,66736,None,None,None,None,None,None,None,None,None,None,133,0.7180799999999999,6.934272000000001,12.932479999999998,19.5824,29.22656,44.23455999999999,64.27167999999999,22.317653533834584,13.797761667641526
-86.947,40.4675,417,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,33,1.5593599999999999,2.8608,4.74688,7.01472,11.2,17.786432,23.785599999999995,8.629294545454544,5.55452305278625
-86.947,40.4675,51,1200,60,520110,None,None,None,None,None,None,None,None,None,None,None,None,5,0.576,0.576,0.576,0.576,6.12,6.12,6.12,2.7936000000000005,2.7159942267979877
-86.947,40.4675,51,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,13,0.576,0.6016,0.704,0.704,2.472,2.472,2.472,1.228307692307692,0.8303096164513559
-86.947,40.4675,322,1475,None,None,None,None,None,None,None,None,None,None,None,None,None,None,22,1.08864,1.67824,1.8279199999999998,2.37376,3.3708,4.301824,6.00352,2.810254545454545,1.3212289700699367
-86.947,40.4675,372,1001,210,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4675,372,1001,382,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4675,372,1001,114,126270,417,67011,51,66736,105,68661,None,None,None,None,None,None,351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-86.947,40.4675,372,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,154,0.0,2.3784319999999997,5.12304,10.7848,17.832,23.144,35.664,12.556545974025973,9.579463787838804
-86.947,40.4675,372,1001,210,126270,51,66736,None,None,417,67011,None,None,None,None,None,None,689,0.2112,23.659712,35.573119999999996,49.16736,65.384,79.126656,150.76031999999998,51.16488534107402,22.667723757954313
-86.947,40.4675,372,1001,210,125290,None,None,None,None,None,None,None,None,None,None,None,None,164,1.648,2.016,2.266,2.984,6.368,7.216,10.312,4.23580487804878,2.4771611527233284
-86.947,40.4675,178,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,11,0.704,0.704,2.468,4.232,4.232,4.232,4.232,3.269818181818182,1.5712363295525549
-86.947,40.4675,51,1200,210,125290,372,1001,417,67011,None,None,None,None,None,None,None,None,163,1.896,2.472,3.144,4.736,5.016,8.656,10.312,4.695803680981594,2.1964735061683154
-86.947,40.4675,51,1200,382,125290,None,None,417,67011,None,None,None,None,None,None,None,None,24,2.24,2.24,2.24,7.392,7.736,7.736,7.736,6.047,2.446824677004873
-86.947,40.4675,372,1001,210,126270,51,66736,417,67011,None,None,None,None,None,None,None,None,312,0.7104,15.851263999999999,33.831360000000004,58.183679999999995,78.53255999999999,93.690816,184.11903999999998,57.72161923076923,31.33435818950116
