time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput_dl,rtt,total_bw,time_delta
1696612889,-86.91649703,40.43149099,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,173.59936,None,0,0
1696612889,-86.91649313,40.43148911,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,296.44992,None,0,0.099999905
1696612889,-86.91648884,40.43148704,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,332.49184,None,0,0.200000048
1696612889,-86.91648535,40.4314856,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,72.6256,None,0,0.299999952
1696612889,-86.91648115,40.43148446,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,245.01984,None,0,0.399999857
1696612889,-86.91647772,40.43148353,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,309.65792,None,0,0.5
1696612889,-86.91647352,40.43148239,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,214.20288,None,0,0.599999905
1696612889,-86.9164697,40.43148136,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,265.8288,None,0,0.700000048
1696612890,-86.91646626,40.43148043,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,277.01824,None,0,0.799999952
1696612890,-86.91646206,40.43147929,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,248.99296,None,0,0.899999857
1696612890,-86.91645862,40.43147836,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,88.06144,None,0,1
1696612890,-86.9164548,40.43147733,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,27.89792,None,0,1.099999905
1696612890,-86.9164506,40.43147619,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,372.71008,None,0,1.200000048
1696612890,-86.91644713,40.43147529,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,110.24704,None,0,1.299999952
1696612890,-86.91644282,40.43147426,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,155.03456,None,0,1.399999857
1696612890,-86.9164393,40.43147342,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,344.32864,None,0,1.5
1696612890,-86.91643499,40.43147239,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,371.4432,None,0,1.599999905
1696612890,-86.91643107,40.43147146,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,74.72352,None,0,1.700000048
1696612891,-86.91642754,40.43147062,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,345.13984,None,0,1.799999952
1696612891,-86.91642323,40.43146959,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,305.41376,None,0,1.899999857
1696612891,-86.9164197,40.43146875,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,187.9344,None,0,2
1696612891,-86.91641578,40.43146782,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,283.6448,None,0,2.099999905
1696612891,-86.91641147,40.43146679,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,373.152,None,0,2.200000048
1696612891,-86.91640762,40.43146536,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,327.25792,None,0,2.299999952
1696612891,-86.91640212,40.43146217,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,314.73024,None,0,2.399999857
1696612891,-86.91639762,40.43145955,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,188.14976,None,0,2.5
1696612891,-86.91639212,40.43145636,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,215.5904,None,0,2.599999905
1696612891,-86.91638712,40.43145346,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,248.01952,None,0,2.700000048
1696612892,-86.91638261,40.43145084,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,199.4048,None,0,2.799999952
1696612892,-86.91637711,40.43144765,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,154.208,None,0,2.899999857
1696612892,-86.91637261,40.43144504,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,78.94048,None,0,3
1696612892,-86.91636761,40.43144214,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,0.2464,None,0,3.099999905
1696612892,-86.91636211,40.43143894,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,177.85856,None,0,3.200000048
1696612892,-86.9163581,40.43143698,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,311.3984,None,0,3.299999952
1696612892,-86.91635254,40.43143577,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,213.92,None,0,3.399999857
1696612892,-86.91634799,40.43143477,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,190.51168,None,0,3.5
1696612892,-86.91634243,40.43143356,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,0.1232,None,0,3.599999905
1696612892,-86.91633738,40.43143246,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,237.88,None,0,3.700000048
1696612893,-86.91633283,40.43143146,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,247.01824,None,0,3.799999952
1696612893,-86.91632727,40.43143025,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,95.59264,None,0,3.899999857
1696612893,-86.91632272,40.43142926,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,120.496,None,0,4
1696612893,-86.91631766,40.43142816,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,92.69216,None,0,4.099999905
1696612893,-86.9163121,40.43142694,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,0.58656,None,0,4.200000048
1696612893,-86.91630808,40.43142609,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,313.36192,None,0,4.299999952
1696612893,-86.91630446,40.43142539,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,42.42496,None,0,4.399999857
1696612893,-86.91630149,40.43142482,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,285.9824,None,0,4.5
1696612893,-86.91629787,40.43142412,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,4.75712,None,0,4.599999905
1696612893,-86.91629457,40.43142349,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,293.09184,None,0,4.700000048
1696612894,-86.91629161,40.43142292,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,87.48,None,0,4.799999952
1696612894,-86.91628798,40.43142222,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,293.79936,None,0,4.899999857
1696612894,-86.91628502,40.43142165,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,0.23936,None,0,5
1696612894,-86.91628172,40.43142101,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,313.67584,None,0,5.099999905
1696612894,-86.9162781,40.43142032,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,120.28544,None,0,5.200000048
1696612894,-86.91627465,40.43141976,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,22.81312,None,0,5.299999952
1696612894,-86.91626969,40.43141912,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,87.48,None,0,5.399999857
1696612894,-86.91626564,40.43141859,468,1200,459,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,LTE+5GS,0.1232,None,0,5.5
