lat,lon,timestamp,freq,cid,rsrp,rsrq,type,time_delta
41.88130201,-87.67403138,1628387984.922182,174270,629,-73.414,-10.555,nr-ml1,200.1221821308136
41.88129823,-87.67387399,1628387986.562511,174270,629,-71.594,-10.695,nr-ml1,201.76251101493835
41.88129945,-87.6737107,1628387988.242174,174270,629,-72.336,-10.562,nr-ml1,203.4421739578247
41.88130759,-87.67355632,1628387989.842178,174270,629,-74.008,-10.586,nr-ml1,205.0421781539917
41.88131367,-87.67340445,1628387991.502164,174270,629,-76.430,-10.828,nr-ml1,206.70216393470764
41.88131666,-87.67327543,1628387993.066618,174270,629,-71.0,-10.5,nr-neighbor,208.26661801338196
41.88132538,-87.67311119,1628387995.020012,174270,629,-76.008,-11.008,nr-ml1,210.22001194953918
41.88132601,-87.67295958,1628387996.845004,174270,629,-76.500,-11.008,nr-ml1,212.0450041294098
41.88132852,-87.67280006,1628387998.501788,174270,629,-78.008,-11.500,nr-ml1,213.7017879486084
41.88133078,-87.67258922,1628388000.442124,174270,629,-75.109,-11.102,nr-ml1,215.6421239376068
41.88133997,-87.67239112,1628388002.06217,174270,629,-73.539,-12.719,nr-ml1,217.26217007637024
41.88134637,-87.67222908,1628388003.590401,174270,629,-81.0,-16.5,nr-serving,218.79040098190308
41.88135292,-87.67209226,1628388005.326611,174270,629,-80.0,-18.5,nr-neighbor,220.52661108970642
41.88138202,-87.67192377,1628388008.162111,174270,629,-83.750,-17.164,nr-ml1,223.36211109161377
41.8814232,-87.67179454,1628388010.824675,174270,629,-80.508,-16.008,nr-ml1,226.02467513084412
41.88149698,-87.67172903,1628388012.702156,174270,629,-114.047,-22.992,nr-ml1,227.90215611457825
41.88158167,-87.67171043,1628388014.342159,174270,629,-78.008,-14.398,nr-ml1,229.54215908050537
41.88167806,-87.67170867,1628388016.202131,174270,629,-81.883,-14.461,nr-ml1,231.40213108062744
41.88178927,-87.67170862,1628388018.046615,174270,629,-88.0,-11.0,nr-neighbor,233.24661493301392
41.88192148,-87.67172123,1628388020.046601,174270,629,-82.0,-12.0,nr-neighbor,235.24660110473633
41.88203843,-87.67172023,1628388022.006693,174270,629,-85.0,-17.0,nr-neighbor,237.20669293403625
41.8821209,-87.67171971,1628388023.748928,174270,629,-82.000,-12.500,nr-ml1,238.94892811775208
41.88215621,-87.67172724,1628388025.484669,174270,629,-84.500,-13.008,nr-ml1,240.68466901779175
41.88216875,-87.67172765,1628388027.226595,174270,629,-81.0,-11.0,nr-neighbor,242.42659497261047
41.88216867,-87.67172763,1628388029.08085,174270,629,-83.508,-12.500,nr-ml1,244.28084993362427
41.88216867,-87.67172763,1628388030.862086,174270,629,-84.781,-15.000,nr-ml1,246.06208610534668
41.88216867,-87.67172763,1628388032.606602,174270,629,-83.0,-13.5,nr-neighbor,247.80660200119019
41.88216867,-87.67172763,1628388034.382133,174270,629,-82.281,-14.453,nr-ml1,249.58213305473328
41.88216882,-87.67172733,1628388036.322086,174270,629,-83.664,-15.672,nr-ml1,251.52208614349365
41.88218753,-87.67172789,1628388038.046594,174270,629,-81.0,-11.5,nr-neighbor,253.24659395217896
41.88225975,-87.67173611,1628388039.826905,174270,629,-78.508,-11.008,nr-ml1,255.02690505981445
41.88237521,-87.67173914,1628388041.802149,174270,629,-80.133,-13.531,nr-ml1,257.002149105072
41.88252546,-87.67174157,1628388043.784641,174270,629,-80.508,-12.000,nr-ml1,258.9846410751343
41.88265582,-87.67174497,1628388045.393983,174270,629,-81.500,-13.508,nr-ml1,260.5939829349518
41.88281055,-87.67175138,1628388047.355836,174270,629,-86.008,-13.008,nr-ml1,262.55583596229553
41.88294719,-87.67175767,1628388049.182104,174270,629,-87.156,-18.156,nr-ml1,264.3821041584015
41.88305553,-87.67176157,1628388051.084638,174270,629,-83.008,-14.000,nr-ml1,266.2846381664276
41.88313677,-87.67178153,1628388053.165003,174270,629,-86.500,-17.000,nr-ml1,268.36500310897827
41.88319458,-87.67186472,1628388055.084631,174270,629,-82.000,-13.508,nr-ml1,270.28463101387024
41.883212,-87.67198869,1628388056.846564,174270,629,-81.0,-11.0,nr-neighbor,272.04656410217285
41.88321929,-87.67213796,1628388058.582122,174270,629,-81.852,-13.086,nr-ml1,273.78212213516235
41.8832192,-87.67232276,1628388060.424681,174270,629,-85.508,-12.500,nr-ml1,275.62468099594116
41.88321682,-87.67251483,1628388062.126582,174270,629,-85.0,-11.5,nr-neighbor,277.32658195495605
41.88321316,-87.67276854,1628388064.206533,174270,629,-88.0,-18.0,nr-neighbor,279.4065330028534
41.88321434,-87.6730069,1628388065.978925,174270,629,-81.500,-13.508,nr-ml1,281.17892503738403
41.8832097,-87.67327989,1628388068.022111,174270,629,-81.312,-10.961,nr-ml1,283.2221109867096
41.88320711,-87.67351955,1628388069.88462,174270,629,-68.508,-10.508,nr-ml1,285.0846199989319
41.88320381,-87.67373979,1628388071.566556,174270,629,-70.0,-10.5,nr-neighbor,286.7665560245514
41.88319956,-87.67397795,1628388073.402117,174270,629,-67.719,-10.555,nr-ml1,288.602117061615
41.88319668,-87.67419214,1628388075.082054,174270,629,-65.367,-10.508,nr-ml1,290.28205394744873
41.88318697,-87.6744305,1628388077.002045,174270,629,-65.039,-10.516,nr-ml1,292.20204496383667
41.88317965,-87.67486332,1628388080.362106,174270,629,-57.219,-10.516,nr-ml1,295.5621061325073
41.88317264,-87.6751464,1628388082.442067,174270,629,-59.008,-10.516,nr-ml1,297.6420669555664
41.88317314,-87.67548644,1628388085.00314,174270,629,-58.375,-10.516,nr-ml1,300.2031400203705
41.88316911,-87.6757466,1628388086.942072,174270,629,-61.523,-10.516,nr-ml1,302.14207196235657
41.88316685,-87.67606304,1628388089.322095,174270,629,-67.617,-10.516,nr-ml1,304.5220949649811
41.88316222,-87.67642384,1628388092.362078,174270,629,-76.320,-10.812,nr-ml1,307.562077999115
41.88312245,-87.67663103,1628388095.243177,174270,629,-61.539,-10.578,nr-ml1,310.443176984787
41.88303287,-87.67669988,1628388097.322055,174270,629,-67.539,-10.594,nr-ml1,312.52205514907837
41.88285017,-87.67670817,1628388100.042098,174270,629,-71.906,-11.008,nr-ml1,315.24209809303284
41.88265635,-87.67669867,1628388102.282067,174270,629,-71.953,-10.789,nr-ml1,317.4820671081543
41.88245288,-87.67669296,1628388104.802063,174270,629,-73.977,-11.367,nr-ml1,320.00206303596497
41.88234978,-87.67668869,1628388107.262071,174270,629,-77.406,-12.242,nr-ml1,322.46207094192505
41.88227961,-87.67668646,1628388109.442052,174270,629,-75.453,-11.773,nr-ml1,324.6420519351959
41.88218037,-87.67668358,1628388111.422036,174270,629,-75.500,-11.586,nr-ml1,326.6220359802246
41.88200357,-87.6766797,1628388114.082068,174270,629,-81.227,-12.883,nr-ml1,329.2820680141449
41.88176216,-87.67668178,1628388117.282062,174270,629,-79.141,-11.062,nr-ml1,332.48206210136414
41.88156278,-87.6766799,1628388120.042041,174270,629,-76.164,-10.922,nr-ml1,335.24204111099243
41.88149014,-87.67666654,1628388121.662035,174270,629,-74.133,-10.562,nr-ml1,336.86203503608704
41.88144943,-87.67665307,1628388123.402116,174270,629,-76.445,-11.203,nr-ml1,338.6021161079407
41.88143562,-87.67664958,1628388125.002094,174270,629,-73.648,-10.734,nr-ml1,340.20209407806396
41.88143144,-87.67664878,1628388126.621994,174270,629,-72.742,-10.562,nr-ml1,341.8219940662384
41.88143209,-87.67664856,1628388128.272777,174270,629,-78.008,-11.008,nr-ml1,343.4727771282196
41.88143207,-87.67664854,1628388130.104559,174270,629,-76.500,-10.508,nr-ml1,345.30455899238586
41.88143207,-87.67664854,1628388131.886474,174270,629,-77.0,-10.5,nr-neighbor,347.086473941803
41.88143207,-87.67664854,1628388133.900677,174270,629,-79.500,-10.508,nr-ml1,349.1006770133972
41.88143207,-87.67664854,1628388135.822055,174270,629,-77.859,-11.078,nr-ml1,351.02205514907837
41.88143207,-87.67664854,1628388137.646486,174270,629,-81.0,-10.5,nr-neighbor,352.84648609161377
41.88143207,-87.67664854,1628388139.657741,174270,629,-79.500,-10.508,nr-ml1,354.8577411174774
41.88143207,-87.67664854,1628388141.702043,174270,629,-73.648,-10.508,nr-ml1,356.90204310417175
41.88143207,-87.67664854,1628388143.661962,174270,629,-74.000,-10.508,nr-ml1,358.86196208000183
41.88143207,-87.67664854,1628388145.486467,174270,629,-78.0,-10.5,nr-neighbor,360.68646693229675
41.88143207,-87.67664854,1628388147.787172,174270,629,-78.0,-10.5,nr-neighbor,362.98717212677
41.88143207,-87.67664854,1628388149.561998,174270,629,-73.531,-10.508,nr-ml1,364.7619979381561
41.88143207,-87.67664854,1628388152.442017,174270,629,-74.602,-10.516,nr-ml1,367.6420171260834
41.88143207,-87.67664854,1628388155.326446,174270,629,-77.0,-10.5,nr-neighbor,370.5264461040497
41.88143207,-87.67664854,1628388157.326435,174270,629,-79.0,-10.5,nr-neighbor,372.52643513679504
41.88143207,-87.67664854,1628388159.022025,174270,629,-73.258,-10.508,nr-ml1,374.2220251560211
41.88141209,-87.67665951,1628388160.686436,174270,629,-74.0,-10.5,nr-neighbor,375.8864359855652
41.88135691,-87.6766277,1628388162.562015,174270,629,-75.094,-10.992,nr-ml1,377.7620151042938
41.88130035,-87.67653518,1628388164.481994,174270,629,-80.297,-13.586,nr-ml1,379.68199396133423
41.88128286,-87.67628674,1628388167.322001,174270,629,-91.453,-14.523,nr-ml1,382.5220010280609
41.88127779,-87.67591612,1628388170.521968,174270,629,-83.086,-11.523,nr-ml1,385.72196793556213
41.88128645,-87.6754906,1628388173.722009,174270,629,-71.992,-10.891,nr-ml1,388.92200899124146
41.88128505,-87.67509014,1628388176.641996,174270,629,-77.281,-10.836,nr-ml1,391.84199595451355
41.88127579,-87.67467794,1628388179.702002,174270,629,-74.961,-10.531,nr-ml1,394.90200209617615
41.88127068,-87.67446203,1628388181.301959,174270,629,-74.180,-10.547,nr-ml1,396.5019590854645
41.88126442,-87.67424324,1628388182.901955,174270,629,-74.781,-10.836,nr-ml1,398.1019549369812
41.88126509,-87.67399988,1628388184.661967,174270,629,-73.602,-10.680,nr-ml1,399.861967086792
41.88127015,-87.6737357,1628388186.562007,174270,629,-71.734,-10.594,nr-ml1,401.76200699806213
41.88127239,-87.6734955,1628388188.341972,174270,629,-73.102,-10.562,nr-ml1,403.54197216033936
41.88127724,-87.67327013,1628388189.961997,174270,629,-75.391,-10.812,nr-ml1,405.16199707984924
41.88127655,-87.67304674,1628388191.561958,174270,629,-76.680,-10.805,nr-ml1,406.7619581222534
41.88127458,-87.67282074,1628388193.16197,174270,629,-75.609,-10.766,nr-ml1,408.36196994781494
41.88128441,-87.67256589,1628388194.92642,174270,629,-80.0,-10.5,nr-neighbor,410.12642002105713
41.88129109,-87.67232674,1628388196.861966,174270,629,-77.469,-15.156,nr-ml1,412.0619659423828
41.8812917,-87.67209383,1628388198.764488,174270,629,-77.500,-15.508,nr-ml1,413.96448802948
41.88129859,-87.67191648,1628388200.712917,174270,629,-84.0,-23.5,nr-neighbor,415.912917137146
41.88130908,-87.67179619,1628388202.544545,174270,629,-79.500,-15.000,nr-ml1,417.74454498291016
41.88138777,-87.67172453,1628388205.312765,174270,629,-87.000,-13.508,nr-ml1,420.5127649307251
41.88146168,-87.67169779,1628388207.005564,174270,629,-80.508,-15.508,nr-ml1,422.2055640220642
41.88159823,-87.67171226,1628388208.986382,174270,629,-88.0,-19.0,nr-neighbor,424.1863820552826
41.88174124,-87.67172994,1628388211.006383,174270,629,-91.0,-14.5,nr-neighbor,426.2063829898834
41.88187155,-87.671738,1628388212.740591,174270,629,-79.500,-12.000,nr-ml1,427.94059109687805
41.88199662,-87.67174251,1628388214.60449,174270,629,-94.000,-21.500,nr-ml1,429.8044900894165
41.88208341,-87.67174579,1628388216.286405,174270,629,-78.0,-13.0,nr-neighbor,431.48640513420105
41.88213185,-87.67175005,1628388218.181662,174270,629,-82.000,-11.500,nr-ml1,433.38166213035583
41.88215172,-87.67175396,1628388220.021967,174270,629,-82.992,-11.648,nr-ml1,435.2219669818878
41.8821535,-87.67175487,1628388221.864521,174270,629,-88.008,-15.000,nr-ml1,437.06452107429504
41.88215353,-87.67175486,1628388223.786395,174270,629,-87.0,-14.5,nr-neighbor,438.9863951206207
41.88215353,-87.67175486,1628388225.481959,174270,629,-86.938,-16.008,nr-ml1,440.6819591522217
41.88215353,-87.67175486,1628388227.404473,174270,629,-91.008,-16.500,nr-ml1,442.6044731140137
41.88215353,-87.67175486,1628388229.086383,174270,629,-89.0,-16.0,nr-neighbor,444.28638315200806
41.88215353,-87.67175486,1628388230.979489,174270,629,-89.500,-15.000,nr-ml1,446.1794891357422
41.88217265,-87.67175866,1628388232.76448,174270,629,-87.500,-13.508,nr-ml1,447.96448016166687
41.88222159,-87.67176281,1628388234.366473,174270,629,-83.0,-12.0,nr-neighbor,449.56647300720215
41.88234585,-87.67176889,1628388236.666411,174270,629,-88.0,-16.0,nr-neighbor,451.86641097068787
41.88247305,-87.67177398,1628388238.421948,174270,629,-82.227,-12.250,nr-ml1,453.6219480037689
41.88263623,-87.67178291,1628388240.364437,174270,629,-84.000,-12.500,nr-ml1,455.5644371509552
41.88280944,-87.67178882,1628388242.364447,174270,629,-86.008,-14.500,nr-ml1,457.5644471645355
41.882926,-87.67179329,1628388243.879461,174270,629,-87.500,-14.000,nr-ml1,459.0794610977173
41.88303956,-87.67179996,1628388245.644478,174270,629,-84.000,-12.000,nr-ml1,460.8444781303406
41.88312203,-87.67183547,1628388247.326411,174270,629,-86.0,-12.0,nr-neighbor,462.52641105651855
41.88317155,-87.67192388,1628388249.183751,174270,629,-83.008,-14.500,nr-ml1,464.3837511539459
41.88318363,-87.67207018,1628388251.041884,174270,629,-83.500,-13.211,nr-ml1,466.2418839931488
41.88318076,-87.67222361,1628388252.666399,174270,629,-81.0,-11.0,nr-neighbor,467.8663990497589
41.88317672,-87.67242061,1628388254.513776,174270,629,-89.000,-15.000,nr-ml1,469.7137761116028
41.88316816,-87.67261339,1628388256.284452,174270,629,-89.000,-16.500,nr-ml1,471.48445200920105
41.8831616,-87.6727805,1628388257.886679,174270,629,-85.0,-16.0,nr-neighbor,473.086678981781
41.88315468,-87.67297931,1628388259.806371,174270,629,-84.0,-11.0,nr-neighbor,475.00637102127075
41.88315171,-87.67317513,1628388261.739472,174270,629,-88.008,-11.008,nr-ml1,476.93947196006775
41.88315213,-87.67333688,1628388263.564424,174270,629,-86.008,-10.508,nr-ml1,478.76442408561707
41.88315586,-87.6735088,1628388265.406351,174270,629,-83.0,-10.5,nr-neighbor,480.60635113716125
41.88315715,-87.67369043,1628388267.2219,174270,629,-69.688,-10.531,nr-ml1,482.4219000339508
41.88315574,-87.67388276,1628388268.846381,174270,629,-79.0,-10.5,nr-neighbor,484.0463809967041
41.88314845,-87.6741944,1628388271.361901,174270,629,-63.195,-10.523,nr-ml1,486.5619010925293
41.88314651,-87.67447284,1628388273.601915,174270,629,-64.312,-10.523,nr-ml1,488.8019149303436
41.8831458,-87.6748921,1628388276.621566,174270,629,-69.000,-10.508,nr-ml1,491.8215661048889
41.8831459,-87.67518976,1628388278.722969,174270,629,-60.508,-10.516,nr-ml1,493.9229691028595
41.88314395,-87.67560514,1628388281.442955,174270,629,-61.875,-10.516,nr-ml1,496.64295506477356
41.88313916,-87.67590533,1628388283.381874,174270,629,-64.664,-10.516,nr-ml1,498.5818741321564
41.88313822,-87.67614586,1628388284.981878,174270,629,-72.234,-10.539,nr-ml1,500.1818780899048
41.88313597,-87.67637913,1628388286.741876,174270,629,-74.703,-10.531,nr-ml1,501.94187593460083
41.88313077,-87.67651473,1628388288.341891,174270,629,-77.047,-11.562,nr-ml1,503.54189109802246
41.88312076,-87.67661147,1628388290.041885,174270,629,-72.586,-11.344,nr-ml1,505.2418849468231
41.88304996,-87.67669876,1628388292.64194,174270,629,-64.836,-10.539,nr-ml1,507.84194016456604
41.88293104,-87.67672845,1628388294.721909,174270,629,-70.266,-10.656,nr-ml1,509.9219090938568
41.88273783,-87.67672903,1628388297.241869,174270,629,-76.383,-11.242,nr-ml1,512.441869020462
41.88252194,-87.6767199,1628388299.801869,174270,629,-75.172,-11.250,nr-ml1,515.0018689632416
41.88235416,-87.67671632,1628388302.52188,174270,629,-81.266,-13.078,nr-ml1,517.7218799591064
41.88220402,-87.67671315,1628388304.821854,174270,629,-77.188,-11.859,nr-ml1,520.0218541622162
41.88201955,-87.67670777,1628388307.001868,174270,629,-75.461,-11.297,nr-ml1,522.201868057251
41.88185226,-87.67669903,1628388308.821851,174270,629,-77.594,-11.094,nr-ml1,524.0218510627747
41.88170938,-87.67668571,1628388310.421847,174270,629,-77.297,-10.844,nr-ml1,525.62184715271
41.88157447,-87.67667365,1628388312.08186,174270,629,-76.391,-10.836,nr-ml1,527.2818601131439
41.88148083,-87.6766661,1628388313.92187,174270,629,-75.438,-10.875,nr-ml1,529.1218700408936
41.88144384,-87.67666316,1628388316.921838,174270,629,-77.141,-10.938,nr-ml1,532.121838092804
41.88144332,-87.67666382,1628388319.281811,174270,629,-77.445,-11.031,nr-ml1,534.4818110466003
41.88144331,-87.67666379,1628388321.681842,174270,629,-78.641,-11.406,nr-ml1,536.881842136383
41.88144331,-87.67666379,1628388323.341819,174270,629,-77.781,-11.125,nr-ml1,538.5418190956116
41.88144331,-87.67666379,1628388325.00179,174270,629,-78.039,-11.094,nr-ml1,540.2017900943756
41.88144331,-87.67666379,1628388326.681848,174270,629,-78.164,-11.055,nr-ml1,541.8818480968475
41.88144331,-87.67666379,1628388328.281853,174270,629,-78.141,-11.023,nr-ml1,543.4818530082703
41.88144331,-87.67666379,1628388330.121873,174270,629,-78.508,-11.008,nr-ml1,545.3218729496002
41.88144331,-87.67666379,1628388331.741817,174270,629,-78.664,-11.008,nr-ml1,546.9418170452118
41.88144331,-87.67666379,1628388333.339427,174270,629,-79.000,-11.500,nr-ml1,548.5394270420074
41.88144331,-87.67666379,1628388335.463356,174270,629,-78.508,-11.500,nr-ml1,550.6633560657501
41.88144042,-87.67666511,1628388337.441828,174270,629,-80.367,-11.594,nr-ml1,552.6418280601501
41.88144014,-87.6766663,1628388338.986267,174270,629,-83.0,-11.5,nr-neighbor,554.1862671375275
41.88144014,-87.6766663,1628388340.941802,174270,629,-82.188,-11.914,nr-ml1,556.141802072525
41.88144014,-87.6766663,1628388342.426282,174270,629,-83.0,-11.5,nr-neighbor,557.6262819766998
41.88144014,-87.6766663,1628388344.362919,174270,629,-79.680,-11.500,nr-ml1,559.5629191398621
41.88144014,-87.6766663,1628388346.281816,174270,629,-80.484,-11.867,nr-ml1,561.4818160533905
41.88144014,-87.6766663,1628388348.242904,174270,629,-79.359,-11.484,nr-ml1,563.4429039955139
41.88144014,-87.6766663,1628388350.001809,174270,629,-79.297,-11.219,nr-ml1,565.2018089294434
41.88144014,-87.6766663,1628388351.601833,174270,629,-78.422,-11.141,nr-ml1,566.801833152771
41.88143377,-87.67667202,1628388353.361831,174270,629,-77.891,-11.211,nr-ml1,568.561830997467
41.88142314,-87.67667358,1628388355.201808,174270,629,-77.156,-11.102,nr-ml1,570.4018080234528
41.8813827,-87.6766643,1628388356.801793,174270,629,-76.508,-10.984,nr-ml1,572.0017931461334
41.88130411,-87.67657344,1628388359.12185,174270,629,-76.859,-12.297,nr-ml1,574.3218500614166
41.88126804,-87.67629768,1628388362.00181,174270,629,-91.227,-14.633,nr-ml1,577.2018101215363
41.88127068,-87.67594852,1628388364.881809,174270,629,-84.289,-12.523,nr-ml1,580.0818090438843
41.88129119,-87.67553536,1628388368.141831,174270,629,-70.500,-10.555,nr-ml1,583.3418309688568
41.88130325,-87.6750859,1628388371.341825,174270,629,-74.281,-10.391,nr-ml1,586.541825056076
41.88131455,-87.67467192,1628388374.541805,174270,629,-77.180,-10.789,nr-ml1,589.7418050765991
41.88131863,-87.67418174,1628388377.741845,174270,629,-83.852,-11.320,nr-ml1,592.9418449401855
41.88131993,-87.67367742,1628388380.881782,174270,629,-75.727,-10.633,nr-ml1,596.0817821025848
41.88132427,-87.67320247,1628388383.821761,174270,629,-75.578,-10.539,nr-ml1,599.0217609405518
41.88131823,-87.67278986,1628388386.701841,174270,629,-75.781,-10.844,nr-ml1,601.9018411636353
41.88131382,-87.67240837,1628388389.522886,174270,629,-78.250,-14.430,nr-ml1,604.7228860855103
41.88131891,-87.6720969,1628388391.922904,174270,629,-77.523,-15.414,nr-ml1,607.1229040622711
41.88132293,-87.67193308,1628388393.362907,174270,629,-88.062,-19.883,nr-ml1,608.5629069805145
41.88135386,-87.67176935,1628388395.225404,174270,629,-84.000,-16.500,nr-ml1,610.4254040718079
41.88144132,-87.67170515,1628388397.021758,174270,629,-81.633,-14.906,nr-ml1,612.2217581272125
41.88154441,-87.6717125,1628388398.621752,174270,629,-88.898,-17.102,nr-ml1,613.8217520713806
41.88166381,-87.67171133,1628388400.261715,174270,629,-81.328,-15.734,nr-ml1,615.4617149829865
41.88179509,-87.67171451,1628388401.835426,174270,629,-93.008,-15.000,nr-ml1,617.0354261398315
41.88196763,-87.67171792,1628388403.822157,174270,629,-87.500,-11.500,nr-ml1,619.0221569538116
41.88208812,-87.67172727,1628388405.564273,174270,629,-83.008,-12.500,nr-ml1,620.7642731666565
41.88215826,-87.67173461,1628388407.325905,174270,629,-81.0,-11.0,nr-neighbor,622.5259051322937
41.88217953,-87.67173697,1628388409.315375,174270,629,-85.508,-13.008,nr-ml1,624.5153751373291
41.88218595,-87.67173855,1628388411.161716,174270,629,-84.281,-13.484,nr-ml1,626.3617160320282
41.88218481,-87.67173771,1628388413.084296,174270,629,-88.508,-13.008,nr-ml1,628.2842960357666
41.88218481,-87.67173771,1628388414.825893,174270,629,-88.0,-13.5,nr-neighbor,630.0258929729462
41.88218481,-87.67173771,1628388416.741435,174270,629,-88.508,-13.508,nr-ml1,631.9414350986481
41.88218481,-87.67173771,1628388418.621777,174270,629,-84.141,-13.125,nr-ml1,633.8217771053314
41.88218481,-87.67173771,1628388420.62175,174270,629,-83.336,-13.109,nr-ml1,635.821750164032
41.88218481,-87.67173771,1628388422.524277,174270,629,-87.000,-12.500,nr-ml1,637.7242770195007
41.88218481,-87.67173771,1628388424.444287,174270,629,-88.008,-13.008,nr-ml1,639.644287109375
41.8821888,-87.67174012,1628388426.444284,174270,629,-86.500,-12.500,nr-ml1,641.6442840099335
41.88222296,-87.6717432,1628388428.205844,174270,629,-83.0,-12.0,nr-neighbor,643.4058439731598
41.88230759,-87.67173641,1628388430.115365,174270,629,-83.008,-12.500,nr-ml1,645.3153650760651
41.8824362,-87.67173761,1628388431.98175,174270,629,-81.344,-14.578,nr-ml1,647.1817500591278
41.88259715,-87.6717371,1628388433.901752,174270,629,-83.695,-13.812,nr-ml1,649.1017520427704
41.88278417,-87.67173866,1628388435.964256,174270,629,-84.000,-12.500,nr-ml1,651.1642560958862
41.88291684,-87.67174318,1628388437.646279,174270,629,-88.0,-14.0,nr-neighbor,652.8462791442871
41.88303018,-87.67174903,1628388439.401737,174270,629,-86.477,-14.734,nr-ml1,654.6017370223999
41.88311489,-87.67175822,1628388441.341743,174270,629,-83.164,-14.281,nr-ml1,656.5417430400848
41.88316882,-87.67178776,1628388442.925905,174270,629,-92.0,-16.0,nr-neighbor,658.1259050369263
41.88321079,-87.67187536,1628388444.701718,174270,629,-80.945,-12.859,nr-ml1,659.9017181396484
41.8832249,-87.67199008,1628388446.265877,174270,629,-86.0,-11.0,nr-neighbor,661.4658770561218
41.88322818,-87.67220605,1628388448.425911,174270,629,-81.0,-11.0,nr-neighbor,663.6259109973907
41.88322403,-87.67239582,1628388450.141732,174270,629,-86.531,-13.367,nr-ml1,665.3417320251465
41.88322008,-87.67259051,1628388451.805856,174270,629,-88.0,-13.5,nr-neighbor,667.0058560371399
41.8832131,-87.67281429,1628388453.658223,174270,629,-89.000,-16.500,nr-ml1,668.8582229614258
