grid_lat,grid_lon,grid_height,total_sample,thput_mean,thput_std,thput_0,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_100,rbs_mean,rbs_std,rbs_0,rbs_25,rbs_50,rbs_75,rbs_100,rtt_mean,rtt_std,rtt_0,rtt_10,rtt_25,rtt_50,rtt_75,rtt_90,rtt_100,rsrp_mean,rsrp_std,rsrp_0,rsrp_10,rsrp_25,rsrp_50,rsrp_75,rsrp_90,rsrp_100,rsrq_mean,rsrq_std,rsrq_0,rsrq_10,rsrq_25,rsrq_50,rsrq_75,rsrq_90,rsrq_100
-86.9400,40.4670,0.0000,3.0000,38.8984,6.0901,34.4907,34.5110,34.5314,34.5924,34.6942,41.1022,44.9470,46.2286,47.5102,6.4733,1.9387,4.5300,5.1500,5.7700,7.4450,9.1200,573.0000,133.6139,456.0000,465.4000,479.5000,503.0000,631.5000,708.6000,760.0000,-93.2233,0.8796,-93.9800,-93.9240,-93.8400,-93.7000,-92.8450,-92.3320,-91.9900,-10.8100,0.1435,-10.9400,-10.9280,-10.9100,-10.8800,-10.7450,-10.6640,-10.6100
-86.9395,40.4660,0.0000,3.0000,35.3073,7.3844,28.3770,28.7400,29.1030,30.1920,32.0070,38.7725,42.8318,44.1849,45.5380,4.0100,0.4243,3.7100,3.7100,3.7100,4.1600,4.6100,748.3333,119.7367,579.0000,629.8000,706.0000,833.0000,833.0000,833.0000,833.0000,-99.0667,0.7938,-100.1500,-99.8760,-99.4650,-98.7800,-98.5250,-98.3720,-98.2700,-10.6767,0.1156,-10.8400,-10.7920,-10.7200,-10.6000,-10.5950,-10.5920,-10.5900
-86.9395,40.4665,0.0000,2.0000,45.7809,5.7924,39.9884,40.5677,41.1469,42.8847,45.7809,48.6771,50.4148,50.9941,51.5733,6.6650,0.7150,5.9500,6.3075,6.6650,7.0225,7.3800,588.5000,14.5000,574.0000,576.9000,581.2500,588.5000,595.7500,600.1000,603.0000,-94.0300,1.3300,-95.3600,-95.0940,-94.6950,-94.0300,-93.3650,-92.9660,-92.7000,-11.2200,0.2000,-11.4200,-11.3800,-11.3200,-11.2200,-11.1200,-11.0600,-11.0200
-86.9395,40.4670,0.0000,3.0000,38.5437,3.3930,34.6836,35.0157,35.3479,36.3444,38.0053,40.4738,41.9548,42.4485,42.9422,4.8500,0.3925,4.5100,4.5750,4.6400,5.0200,5.4000,741.0000,28.2843,701.0000,713.0000,731.0000,761.0000,761.0000,761.0000,761.0000,-91.5833,1.0126,-92.8100,-92.5700,-92.2100,-91.6100,-90.9700,-90.5860,-90.3300,-10.7300,0.1122,-10.8800,-10.8440,-10.7900,-10.7000,-10.6550,-10.6280,-10.6100
-86.9390,40.4655,0.0000,2.0000,16.4377,1.1646,15.2731,15.3896,15.5061,15.8554,16.4377,17.0200,17.3694,17.4858,17.6023,4.0700,0.0700,4.0000,4.0350,4.0700,4.1050,4.1400,1368.5000,173.5000,1195.0000,1229.7000,1281.7500,1368.5000,1455.2500,1507.3000,1542.0000,-99.5400,0.4400,-99.9800,-99.8920,-99.7600,-99.5400,-99.3200,-99.1880,-99.1000,-10.7300,0.0000,-10.7300,-10.7300,-10.7300,-10.7300,-10.7300,-10.7300,-10.7300
-86.9390,40.4660,0.0000,1.0000,28.9850,0.0000,28.9850,28.9850,28.9850,28.9850,28.9850,28.9850,28.9850,28.9850,28.9850,3.6900,0.0000,3.6900,3.6900,3.6900,3.6900,3.6900,1038.0000,0.0000,1038.0000,1038.0000,1038.0000,1038.0000,1038.0000,1038.0000,1038.0000,-97.4300,0.0000,-97.4300,-97.4300,-97.4300,-97.4300,-97.4300,-97.4300,-97.4300,-10.6100,0.0000,-10.6100,-10.6100,-10.6100,-10.6100,-10.6100,-10.6100,-10.6100
-86.9390,40.4665,0.0000,37.0000,30.0459,9.4595,11.8071,18.1428,19.6960,22.6284,27.6960,37.5547,42.4708,47.8889,50.0000,5.7605,1.7482,3.5100,4.4100,5.2100,6.6200,9.6800,807.6486,236.7380,390.0000,557.0000,635.0000,789.0000,940.0000,1115.8000,1402.0000,-97.6089,1.8040,-101.8800,-99.7140,-98.7200,-97.7500,-96.7100,-95.1040,-93.8800,-11.0914,0.3612,-11.9900,-11.6680,-11.2400,-10.9900,-10.8600,-10.7200,-10.5900
-86.9385,40.4655,0.0000,1.0000,13.5240,0.0000,13.5240,13.5240,13.5240,13.5240,13.5240,13.5240,13.5240,13.5240,13.5240,4.2500,0.0000,4.2500,4.2500,4.2500,4.2500,4.2500,1542.0000,0.0000,1542.0000,1542.0000,1542.0000,1542.0000,1542.0000,1542.0000,1542.0000,-100.7200,0.0000,-100.7200,-100.7200,-100.7200,-100.7200,-100.7200,-100.7200,-100.7200,-10.9100,0.0000,-10.9100,-10.9100,-10.9100,-10.9100,-10.9100,-10.9100,-10.9100
-86.9385,40.4660,0.0000,1.0000,26.0516,0.0000,26.0516,26.0516,26.0516,26.0516,26.0516,26.0516,26.0516,26.0516,26.0516,6.2200,0.0000,6.2200,6.2200,6.2200,6.2200,6.2200,799.0000,0.0000,799.0000,799.0000,799.0000,799.0000,799.0000,799.0000,799.0000,-98.6300,0.0000,-98.6300,-98.6300,-98.6300,-98.6300,-98.6300,-98.6300,-98.6300,-10.8200,0.0000,-10.8200,-10.8200,-10.8200,-10.8200,-10.8200,-10.8200,-10.8200
-86.9385,40.4665,0.0000,4.0000,34.6584,1.9168,32.0196,32.3816,32.7436,33.8296,34.5929,35.4218,36.6258,37.0271,37.4284,6.9550,1.5796,4.7400,6.2925,6.9400,7.6025,9.2000,812.2500,161.0798,671.0000,671.0000,671.0000,757.5000,898.7500,997.3000,1063.0000,-98.8275,0.6473,-99.7000,-99.5350,-99.2875,-98.8000,-98.3400,-98.1420,-98.0100,-10.8950,0.0953,-11.0000,-10.9940,-10.9850,-10.8900,-10.8000,-10.8000,-10.8000
-86.9380,40.4655,0.0000,3.0000,41.3487,14.8741,20.3930,23.3782,26.3634,35.3190,50.2450,51.8265,52.7754,53.0917,53.4080,3.4167,0.0660,3.3300,3.3800,3.4300,3.4600,3.4900,498.3333,21.3594,474.0000,478.2000,484.5000,495.0000,510.5000,519.8000,526.0000,-91.4467,1.7280,-92.9100,-92.8100,-92.6600,-92.4100,-90.7150,-89.6980,-89.0200,-10.5933,0.0125,-10.6100,-10.6060,-10.6000,-10.5900,-10.5850,-10.5820,-10.5800
-86.9380,40.4660,0.0000,3.0000,44.9624,5.6439,40.1520,40.3220,40.4919,41.0018,41.8516,47.3676,50.6772,51.7804,52.8836,5.9600,0.0779,5.8600,5.9150,5.9700,6.0100,6.0500,639.3333,127.4790,487.0000,516.0000,559.5000,632.0000,715.5000,765.6000,799.0000,-95.5900,2.4894,-98.9500,-98.1240,-96.8850,-94.8200,-93.9100,-93.3640,-93.0000,-10.7833,0.1408,-10.9700,-10.9260,-10.8600,-10.7500,-10.6900,-10.6540,-10.6300
-86.9375,40.4655,0.0000,6.0000,50.6637,5.7100,43.2229,43.9807,44.7385,46.3847,50.3550,53.9522,56.8976,58.3673,59.8370,4.1117,0.8925,3.1900,3.2325,4.0250,4.9825,5.1600,526.3333,57.2820,451.0000,468.5000,490.5000,521.5000,543.5000,589.0000,633.0000,-90.5383,3.0443,-94.8200,-93.9500,-92.8525,-90.6700,-88.1125,-86.9950,-86.2300,-10.6300,0.0900,-10.8200,-10.7350,-10.6350,-10.5900,-10.5825,-10.5650,-10.5500
-86.9375,40.4660,0.0000,1.0000,36.2507,0.0000,36.2507,36.2507,36.2507,36.2507,36.2507,36.2507,36.2507,36.2507,36.2507,6.5000,0.0000,6.5000,6.5000,6.5000,6.5000,6.5000,545.0000,0.0000,545.0000,545.0000,545.0000,545.0000,545.0000,545.0000,545.0000,-95.4100,0.0000,-95.4100,-95.4100,-95.4100,-95.4100,-95.4100,-95.4100,-95.4100,-10.8800,0.0000,-10.8800,-10.8800,-10.8800,-10.8800,-10.8800,-10.8800,-10.8800
-86.9370,40.4650,0.0000,2.0000,55.4840,1.6484,53.8356,54.0004,54.1652,54.6598,55.4840,56.3082,56.8028,56.9676,57.1324,4.5500,0.1600,4.3900,4.4700,4.5500,4.6300,4.7100,354.5000,13.5000,341.0000,343.7000,347.7500,354.5000,361.2500,365.3000,368.0000,-84.7550,0.1150,-84.8700,-84.8470,-84.8125,-84.7550,-84.6975,-84.6630,-84.6400,-10.5500,0.0000,-10.5500,-10.5500,-10.5500,-10.5500,-10.5500,-10.5500,-10.5500
-86.9370,40.4655,0.0000,4.0000,55.9698,6.0599,49.2891,49.6355,49.9818,51.0208,54.8861,59.8351,62.8247,63.8212,64.8178,3.6500,0.5293,3.1800,3.2325,3.4550,3.8725,4.5100,349.0250,183.7255,60.1000,149.1700,282.7750,384.5000,450.7500,520.5000,567.0000,-85.1650,1.2936,-86.6000,-86.4470,-86.2175,-85.3900,-84.3375,-83.7030,-83.2800,-10.5550,0.0050,-10.5600,-10.5600,-10.5600,-10.5550,-10.5500,-10.5500,-10.5500
-86.9365,40.4645,0.0000,2.0000,53.1267,3.8538,49.2729,49.6583,50.0436,51.1998,53.1267,55.0536,56.2097,56.5951,56.9804,3.9250,0.3450,3.5800,3.7525,3.9250,4.0975,4.2700,525.5000,120.5000,405.0000,429.1000,465.2500,525.5000,585.7500,621.9000,646.0000,-78.7550,0.8750,-79.6300,-79.4550,-79.1925,-78.7550,-78.3175,-78.0550,-77.8800,-10.5550,0.0050,-10.5600,-10.5590,-10.5575,-10.5550,-10.5525,-10.5510,-10.5500
-86.9365,40.4650,0.0000,5.0000,50.3777,9.0370,39.2950,40.3809,41.4668,44.7244,45.9260,58.8187,61.4022,62.2634,63.1246,3.7660,0.5699,3.2300,3.3200,3.3700,4.3300,4.5800,334.8200,182.8354,60.1000,130.0600,235.0000,314.0000,493.0000,540.4000,572.0000,-83.1040,1.0795,-84.7300,-84.2740,-83.5900,-83.0400,-82.7300,-81.9500,-81.4300,-10.5560,0.0049,-10.5600,-10.5600,-10.5600,-10.5600,-10.5500,-10.5500,-10.5500
-86.9360,40.4640,0.0000,7.0000,72.5105,9.5468,64.8613,64.8952,64.9291,65.4836,68.2027,75.1809,84.2850,88.7327,93.1804,4.6186,0.5822,3.7900,4.1150,4.7200,5.1050,5.3800,371.1000,147.1878,52.7000,207.6800,324.0000,430.0000,482.0000,492.8000,503.0000,-82.6371,0.5132,-83.3400,-83.1240,-82.9050,-82.6400,-82.5600,-82.1440,-81.5500,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9360,40.4645,0.0000,4.0000,65.6884,4.1791,61.4524,61.4931,61.5338,61.6558,65.1898,69.2224,70.2420,70.5819,70.9218,3.9725,0.5917,3.5300,3.6125,3.6850,4.0450,4.9900,524.0000,75.5414,446.0000,449.3000,454.2500,512.0000,581.7500,608.3000,626.0000,-81.5075,1.0648,-82.9300,-82.6240,-82.1650,-81.5450,-80.8875,-80.3610,-80.0100,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9360,40.4650,0.0000,5.0000,53.4417,11.8895,45.9303,46.0544,46.1785,46.5509,48.3143,49.3160,65.9847,71.5409,77.0971,4.1640,1.0329,3.2200,3.3300,3.4200,5.3400,5.5100,505.4000,168.5807,235.0000,312.2000,428.0000,553.0000,567.0000,673.2000,744.0000,-82.1240,0.8965,-83.5800,-83.1960,-82.6200,-81.7600,-81.6900,-81.2580,-80.9700,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9355,40.4635,0.0000,5.0000,73.5175,4.7374,69.4942,69.5348,69.5753,69.6969,69.7671,79.0409,79.3694,79.4789,79.5884,4.5960,0.1567,4.4300,4.4900,4.4900,4.7600,4.8100,383.4000,79.3992,290.0000,302.4000,321.0000,363.0000,433.0000,479.2000,510.0000,-82.1380,0.1910,-82.5000,-82.3560,-82.1400,-82.0800,-82.0100,-81.9800,-81.9600,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9355,40.4640,0.0000,22.0000,61.7942,9.7500,43.8338,49.7697,52.3026,54.9593,59.6720,67.1964,72.9581,81.8343,82.4338,5.8691,0.7095,4.2000,5.3475,5.8650,6.4350,6.8800,445.9091,103.6208,298.0000,319.2000,356.2500,438.0000,510.2500,576.6000,671.0000,-83.1623,0.9345,-84.6900,-84.2510,-83.6375,-83.4550,-82.6875,-81.9600,-81.0000,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9355,40.4645,0.0000,1.0000,117.7131,0.0000,117.7131,117.7131,117.7131,117.7131,117.7131,117.7131,117.7131,117.7131,117.7131,3.3500,0.0000,3.3500,3.3500,3.3500,3.3500,3.3500,205.0000,0.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,205.0000,-81.9700,0.0000,-81.9700,-81.9700,-81.9700,-81.9700,-81.9700,-81.9700,-81.9700,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9355,40.4650,0.0000,6.0000,63.2536,12.7078,42.9360,45.8405,48.7450,55.1355,64.8143,73.3289,76.2016,77.5413,78.8810,3.6533,0.3484,3.3300,3.4675,3.5450,3.6300,4.4000,375.8333,53.0610,260.0000,318.5000,382.2500,400.0000,402.0000,409.0000,416.0000,-81.3033,0.6221,-82.4100,-82.0450,-81.6125,-81.2200,-80.7675,-80.6450,-80.6100,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9350,40.4590,0.0000,9.0000,60.7184,13.9592,32.7813,37.1252,41.4690,55.0018,65.9840,69.2524,73.6395,76.4508,79.2622,4.3189,0.3112,3.8700,3.9800,4.3900,4.4900,4.7200,481.2222,112.1901,320.0000,360.8000,399.0000,450.0000,551.0000,595.4000,701.0000,-73.2489,3.9744,-80.0700,-79.7340,-73.9000,-71.9500,-71.8400,-69.4580,-67.0500,-10.6189,0.0570,-10.7700,-10.6660,-10.6300,-10.5900,-10.5900,-10.5800,-10.5800
-86.9350,40.4595,0.0000,1.0000,69.8533,0.0000,69.8533,69.8533,69.8533,69.8533,69.8533,69.8533,69.8533,69.8533,69.8533,3.9100,0.0000,3.9100,3.9100,3.9100,3.9100,3.9100,414.0000,0.0000,414.0000,414.0000,414.0000,414.0000,414.0000,414.0000,414.0000,-82.0200,0.0000,-82.0200,-82.0200,-82.0200,-82.0200,-82.0200,-82.0200,-82.0200,-10.8500,0.0000,-10.8500,-10.8500,-10.8500,-10.8500,-10.8500,-10.8500,-10.8500
-86.9350,40.4625,0.0000,1.0000,91.0267,0.0000,91.0267,91.0267,91.0267,91.0267,91.0267,91.0267,91.0267,91.0267,91.0267,4.5400,0.0000,4.5400,4.5400,4.5400,4.5400,4.5400,346.0000,0.0000,346.0000,346.0000,346.0000,346.0000,346.0000,346.0000,346.0000,-80.7800,0.0000,-80.7800,-80.7800,-80.7800,-80.7800,-80.7800,-80.7800,-80.7800,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9350,40.4630,0.0000,4.0000,70.0153,5.9822,61.1280,62.3529,63.5779,67.2527,70.5787,73.3413,76.0021,76.8891,77.7760,4.8550,0.1836,4.5400,4.8325,4.9400,4.9625,5.0000,333.5000,77.8605,237.0000,258.3000,290.2500,322.0000,365.2500,417.9000,453.0000,-80.9375,0.4696,-81.6400,-81.4720,-81.2200,-80.8350,-80.5525,-80.4850,-80.4400,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9350,40.4645,0.0000,6.0000,75.2881,24.1050,39.8740,43.4041,46.9341,58.5634,78.1531,86.0684,100.7770,107.7925,114.8080,3.3483,0.1076,3.1700,3.2950,3.3500,3.4125,3.5100,461.3333,156.0402,309.0000,333.0000,359.2500,371.0000,604.0000,680.0000,680.0000,-80.4433,1.4797,-83.6400,-81.9750,-80.2175,-79.9350,-79.8325,-79.4200,-79.0400,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9345,40.4585,0.0000,10.0000,59.2246,17.8850,31.7609,32.0113,32.2617,46.1707,61.5911,71.7500,77.3595,83.0851,88.8107,4.4340,0.5310,3.7700,4.0450,4.3900,4.6025,5.5400,560.4000,182.1122,320.0000,366.8000,441.5000,476.0000,711.5000,826.2000,855.0000,-74.9550,2.8906,-79.3400,-79.0970,-77.1875,-74.4900,-72.4825,-72.0760,-70.5100,-10.6360,0.1177,-10.9800,-10.6830,-10.6275,-10.5900,-10.5825,-10.5690,-10.5600
-86.9345,40.4590,0.0000,3.0000,51.6524,7.2214,41.4676,42.9302,44.3929,48.7809,56.0942,56.7449,57.1353,57.2654,57.3956,4.6767,0.3751,4.2800,4.4250,4.5700,4.8750,5.1800,501.0000,50.2792,449.0000,456.2000,467.0000,485.0000,527.0000,552.2000,569.0000,-74.4500,2.8662,-78.5000,-77.3140,-75.5350,-72.5700,-72.4250,-72.3380,-72.2800,-10.7333,0.1053,-10.8400,-10.8260,-10.8050,-10.7700,-10.6800,-10.6260,-10.5900
-86.9345,40.4595,0.0000,5.0000,49.4310,4.0618,42.8180,43.5740,44.3301,46.5982,51.8604,52.6080,53.0053,53.1378,53.2702,4.9800,0.7443,4.1200,4.4800,4.9200,5.0700,6.3100,558.4000,87.2092,434.0000,450.0000,474.0000,612.0000,620.0000,639.2000,652.0000,-82.6180,2.2744,-84.7300,-84.5300,-84.2300,-84.2000,-81.0200,-79.7540,-78.9100,-10.6140,0.0301,-10.6600,-10.6520,-10.6400,-10.5900,-10.5900,-10.5900,-10.5900
-86.9345,40.4620,0.0000,2.0000,55.2884,8.4307,46.8578,47.7008,48.5439,51.0731,55.2884,59.5038,62.0330,62.8760,63.7191,4.5500,0.0200,4.5300,4.5400,4.5500,4.5600,4.5700,443.0000,94.0000,349.0000,367.8000,396.0000,443.0000,490.0000,518.2000,537.0000,-80.7450,0.0550,-80.8000,-80.7890,-80.7725,-80.7450,-80.7175,-80.7010,-80.6900,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9345,40.4625,0.0000,2.0000,86.2387,2.2209,84.0178,84.2399,84.4620,85.1282,86.2387,87.3491,88.0154,88.2375,88.4596,4.7150,0.0650,4.6500,4.6825,4.7150,4.7475,4.7800,333.5000,7.5000,326.0000,327.5000,329.7500,333.5000,337.2500,339.5000,341.0000,-80.8200,0.2400,-81.0600,-81.0120,-80.9400,-80.8200,-80.7000,-80.6280,-80.5800,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9345,40.4645,0.0000,4.0000,73.2343,16.9960,47.4227,51.1043,54.7859,65.8308,75.4819,82.8855,89.8847,92.2178,94.5509,3.9425,0.1110,3.8200,3.8725,3.9150,3.9850,4.1200,361.5000,22.4109,325.0000,337.3000,355.7500,367.5000,373.2500,380.9000,386.0000,-93.2475,0.7026,-94.2400,-93.9670,-93.5575,-93.2450,-92.9350,-92.5300,-92.2600,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9340,40.4575,0.0000,277.0000,64.7500,15.1935,24.6756,41.1228,46.3924,54.6684,63.6418,75.2809,84.8274,91.7205,108.6142,5.3940,1.3598,3.2800,4.5100,5.2400,6.1200,16.0100,452.3466,122.4526,209.0000,302.2000,361.0000,444.0000,521.0000,624.8000,825.0000,-85.0084,3.7278,-92.2800,-88.7400,-87.8200,-86.0500,-82.6400,-80.3560,-70.4400,-10.7087,0.3193,-14.2900,-10.9240,-10.7600,-10.5900,-10.5600,-10.5600,-10.5600
-86.9340,40.4580,0.0000,12.0000,59.3699,14.2837,28.0151,36.4049,44.0588,52.4709,60.8396,66.4938,75.4615,78.8335,82.8649,3.7808,0.4147,3.2200,3.3200,3.8700,4.1900,4.3200,471.5833,162.2228,292.0000,295.7000,350.7500,439.0000,557.5000,718.6000,807.0000,-76.2350,3.5136,-81.7500,-81.3450,-78.9075,-75.6350,-73.4900,-72.7370,-70.6200,-10.9158,0.5681,-12.3400,-11.8030,-10.9225,-10.6100,-10.5675,-10.5600,-10.5600
-86.9340,40.4585,0.0000,1.0000,77.2551,0.0000,77.2551,77.2551,77.2551,77.2551,77.2551,77.2551,77.2551,77.2551,77.2551,4.3000,0.0000,4.3000,4.3000,4.3000,4.3000,4.3000,329.0000,0.0000,329.0000,329.0000,329.0000,329.0000,329.0000,329.0000,329.0000,-73.0400,0.0000,-73.0400,-73.0400,-73.0400,-73.0400,-73.0400,-73.0400,-73.0400,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9340,40.4595,0.0000,6.0000,46.0126,10.1545,28.2649,31.7916,35.3182,42.8307,44.7707,54.0887,57.9489,58.4198,58.8907,4.5800,0.5398,3.9300,4.1675,4.5350,4.7975,5.5500,585.0000,111.2939,377.0000,444.0000,536.2500,629.5000,647.0000,681.5000,716.0000,-81.1600,2.8175,-85.1200,-83.8400,-82.4350,-81.4600,-80.6350,-78.1800,-75.8000,-10.6000,0.0316,-10.6700,-10.6300,-10.5900,-10.5900,-10.5825,-10.5800,-10.5800
-86.9340,40.4600,0.0000,1.0000,52.9422,0.0000,52.9422,52.9422,52.9422,52.9422,52.9422,52.9422,52.9422,52.9422,52.9422,4.7200,0.0000,4.7200,4.7200,4.7200,4.7200,4.7200,359.0000,0.0000,359.0000,359.0000,359.0000,359.0000,359.0000,359.0000,359.0000,-71.0100,0.0000,-71.0100,-71.0100,-71.0100,-71.0100,-71.0100,-71.0100,-71.0100,-10.5800,0.0000,-10.5800,-10.5800,-10.5800,-10.5800,-10.5800,-10.5800,-10.5800
-86.9340,40.4615,0.0000,3.0000,58.3250,12.3736,45.9609,46.7431,47.5253,49.8720,53.7831,64.5071,70.9415,73.0863,75.2311,4.8600,0.4712,4.4500,4.5300,4.6100,5.0650,5.5200,498.6667,129.2087,369.0000,385.6000,410.5000,452.0000,563.5000,630.4000,675.0000,-80.5867,0.1678,-80.8000,-80.7540,-80.6850,-80.5700,-80.4800,-80.4260,-80.3900,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9340,40.4620,0.0000,1.0000,70.3591,0.0000,70.3591,70.3591,70.3591,70.3591,70.3591,70.3591,70.3591,70.3591,70.3591,5.1000,0.0000,5.1000,5.1000,5.1000,5.1000,5.1000,318.0000,0.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,318.0000,-80.7300,0.0000,-80.7300,-80.7300,-80.7300,-80.7300,-80.7300,-80.7300,-80.7300,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9340,40.4640,0.0000,4.0000,52.8154,6.7640,43.2640,44.3677,45.4713,48.7823,53.1554,57.1885,59.8876,60.7873,61.6870,3.9725,0.5436,3.2800,3.7000,3.9050,4.1775,4.8000,483.5000,7.0887,473.0000,476.3000,481.2500,484.0000,486.2500,490.3000,493.0000,-95.2375,3.2340,-99.1500,-98.4930,-97.5075,-95.6700,-93.4000,-91.6360,-90.4600,-10.6075,0.0426,-10.6800,-10.6530,-10.6125,-10.5900,-10.5850,-10.5760,-10.5700
-86.9340,40.4645,0.0000,1.0000,45.4890,0.0000,45.4890,45.4890,45.4890,45.4890,45.4890,45.4890,45.4890,45.4890,45.4890,5.2500,0.0000,5.2500,5.2500,5.2500,5.2500,5.2500,376.0000,0.0000,376.0000,376.0000,376.0000,376.0000,376.0000,376.0000,376.0000,-98.2900,0.0000,-98.2900,-98.2900,-98.2900,-98.2900,-98.2900,-98.2900,-98.2900,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9335,40.4570,0.0000,14.0000,38.5488,14.4904,20.5236,21.2648,22.9131,28.7213,34.7800,46.3093,59.2169,66.1853,71.2969,5.8850,1.0164,4.3400,5.0975,5.9650,6.2400,8.0600,771.2143,305.4045,388.0000,461.6000,513.7500,643.5000,1113.5000,1204.1000,1241.0000,-89.7186,3.3438,-97.9300,-93.2240,-91.3750,-89.4050,-86.7625,-86.4440,-84.8000,-10.8057,0.2896,-11.7200,-11.0470,-10.8350,-10.7350,-10.6200,-10.5900,-10.5900
-86.9335,40.4590,0.0000,13.0000,64.6618,13.6958,48.5822,49.7668,50.7218,51.6827,60.5840,74.2622,80.7955,86.4809,94.7396,4.7146,0.3853,4.2300,4.4400,4.5400,5.0100,5.4900,425.3846,108.3722,239.0000,275.0000,365.0000,412.0000,504.0000,548.6000,634.0000,-81.8969,2.5374,-85.7500,-84.8320,-83.9100,-81.7600,-79.7700,-78.4860,-77.7900,-10.5792,0.0154,-10.5900,-10.5900,-10.5900,-10.5900,-10.5800,-10.5600,-10.5400
-86.9335,40.4595,0.0000,12.0000,66.4514,9.8729,49.1876,52.3492,55.0971,58.2087,68.0178,71.9747,74.3866,80.1187,87.0080,4.6075,0.4725,4.0100,4.3700,4.4750,4.6600,5.8800,397.2500,90.8186,283.0000,290.6000,342.5000,381.5000,437.5000,497.8000,613.0000,-79.7467,2.4467,-84.4200,-81.3130,-80.7475,-80.0250,-79.7375,-75.9650,-74.5400,-10.5650,0.0096,-10.5900,-10.5790,-10.5625,-10.5600,-10.5600,-10.5600,-10.5600
-86.9335,40.4600,0.0000,28.0000,66.8315,15.7667,30.4871,39.0273,52.7862,58.9847,64.2111,73.9587,87.3551,94.5629,102.0702,4.5804,0.7834,3.2500,4.2425,4.4850,4.7525,7.2900,445.2500,156.8841,198.0000,289.6000,358.2500,419.0000,478.7500,608.4000,890.0000,-81.7389,3.1098,-87.2300,-85.5600,-84.5175,-81.8150,-79.9675,-77.1610,-74.8800,-10.5693,0.0300,-10.7000,-10.5900,-10.5825,-10.5600,-10.5600,-10.5400,-10.5400
-86.9335,40.4610,0.0000,5.0000,60.6261,7.0034,48.9964,50.9956,52.9947,58.9920,59.5369,66.5520,68.0528,68.5531,69.0533,5.0980,0.8146,4.0900,4.8000,4.9900,5.0300,6.5800,427.6000,33.2181,366.0000,388.4000,422.0000,443.0000,446.0000,455.0000,461.0000,-80.4360,1.0392,-82.3800,-81.6800,-80.6300,-79.9100,-79.6900,-79.6180,-79.5700,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9335,40.4615,0.0000,1.0000,63.2280,0.0000,63.2280,63.2280,63.2280,63.2280,63.2280,63.2280,63.2280,63.2280,63.2280,4.2500,0.0000,4.2500,4.2500,4.2500,4.2500,4.2500,397.0000,0.0000,397.0000,397.0000,397.0000,397.0000,397.0000,397.0000,397.0000,-82.3000,0.0000,-82.3000,-82.3000,-82.3000,-82.3000,-82.3000,-82.3000,-82.3000,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9335,40.4640,0.0000,5.0000,61.0678,10.3649,46.0046,47.7803,49.5561,54.8834,63.3710,63.9349,71.8610,74.5031,77.1451,3.6480,0.3543,3.2300,3.3800,3.5000,3.9900,4.1400,509.6000,82.9448,387.0000,420.6000,471.0000,500.0000,555.0000,603.0000,635.0000,-93.3640,3.3031,-98.8600,-97.4320,-95.2900,-91.7600,-91.2100,-90.3040,-89.7000,-10.5680,0.0117,-10.5900,-10.5820,-10.5700,-10.5600,-10.5600,-10.5600,-10.5600
