grid_lat,grid_lon,grid_height,total_sample,thput_mean,thput_std,thput_0,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_100,rbs_mean,rbs_std,rbs_0,rbs_25,rbs_50,rbs_75,rbs_100,rtt_mean,rtt_std,rtt_0,rtt_10,rtt_25,rtt_50,rtt_75,rtt_90,rtt_100,rsrp_mean,rsrp_std,rsrp_0,rsrp_10,rsrp_25,rsrp_50,rsrp_75,rsrp_90,rsrp_100,rsrq_mean,rsrq_std,rsrq_0,rsrq_10,rsrq_25,rsrq_50,rsrq_75,rsrq_90,rsrq_100
-86.9330,40.4570,0.0000,5.0000,52.6247,2.6867,49.4098,49.7986,50.1874,51.3538,51.9173,52.9680,55.6720,56.5733,57.4747,7.6980,0.5840,6.6600,7.6000,7.8300,7.9800,8.4200,440.8000,106.9456,344.0000,345.2000,347.0000,371.0000,560.0000,573.2000,582.0000,-91.1120,2.5266,-93.3400,-93.1680,-92.9100,-92.8500,-89.6600,-87.9440,-86.8000,-10.6820,0.0673,-10.7700,-10.7540,-10.7300,-10.7000,-10.6200,-10.6020,-10.5900
-86.9330,40.4575,0.0000,2.0000,51.0547,1.3969,49.6578,49.7975,49.9372,50.3562,51.0547,51.7531,52.1722,52.3119,52.4516,5.2350,0.4450,4.7900,5.0125,5.2350,5.4575,5.6800,515.5000,44.5000,471.0000,479.9000,493.2500,515.5000,537.7500,551.1000,560.0000,-86.7250,1.5050,-88.2300,-87.9290,-87.4775,-86.7250,-85.9725,-85.5210,-85.2200,-10.7250,0.0250,-10.7500,-10.7450,-10.7375,-10.7250,-10.7125,-10.7050,-10.7000
-86.9330,40.4580,0.0000,8.0000,62.1321,16.0420,44.2053,46.7826,49.3598,54.2369,56.0800,63.3427,84.5885,90.5796,96.5707,4.3963,0.4326,3.9200,3.9575,4.3900,4.5825,5.1900,413.8750,108.3691,246.0000,272.6000,332.0000,422.0000,511.2500,540.2000,550.0000,-75.6925,2.1842,-78.5600,-78.1470,-77.9175,-75.8000,-73.2600,-73.1190,-73.0700,-10.5838,0.0099,-10.5900,-10.5900,-10.5900,-10.5900,-10.5800,-10.5740,-10.5600
-86.9330,40.4585,0.0000,8.0000,74.8989,14.4753,56.5751,58.2128,59.8505,66.8016,69.8471,82.8340,92.4248,98.3960,104.3671,4.4938,0.2975,4.1400,4.2475,4.4400,4.6375,4.9900,358.7500,64.3074,253.0000,302.7000,324.7500,349.5000,379.2500,441.5000,480.0000,-73.2713,0.8212,-74.4900,-74.3990,-74.1575,-72.7950,-72.6250,-72.4870,-72.4800,-10.5625,0.0043,-10.5700,-10.5700,-10.5625,-10.5600,-10.5600,-10.5600,-10.5600
-86.9330,40.4590,0.0000,2.0000,69.5018,5.6209,63.8809,64.4430,65.0051,66.6913,69.5018,72.3122,73.9985,74.5606,75.1227,4.5200,0.0000,4.5200,4.5200,4.5200,4.5200,4.5200,422.0000,14.0000,408.0000,410.8000,415.0000,422.0000,429.0000,433.2000,436.0000,-77.6000,0.1300,-77.7300,-77.7040,-77.6650,-77.6000,-77.5350,-77.4960,-77.4700,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9330,40.4600,0.0000,8.0000,71.3912,14.0210,54.0409,54.3791,54.7172,62.3424,67.6249,81.4424,87.7839,92.7875,97.7911,3.5650,0.3586,3.1800,3.3200,3.4150,3.7100,4.2100,416.5000,61.2454,324.0000,348.5000,384.5000,409.0000,439.2500,501.2000,525.0000,-74.0825,2.6788,-78.2600,-77.0000,-75.8825,-74.3700,-72.1025,-70.9670,-69.7000,-10.5512,0.0169,-10.5900,-10.5690,-10.5600,-10.5400,-10.5400,-10.5400,-10.5400
-86.9330,40.4605,0.0000,10.0000,69.3726,13.6442,50.2427,54.2695,58.2963,62.4244,64.1427,72.5911,86.7246,93.6614,100.5982,4.0420,0.4882,3.3100,3.5650,4.1500,4.4800,4.6100,400.1000,91.0357,242.0000,318.5000,345.2500,395.5000,452.5000,474.0000,591.0000,-77.7600,4.0243,-81.3600,-81.1440,-80.7100,-79.8000,-73.8525,-71.7890,-71.2400,-10.5620,0.0040,-10.5700,-10.5700,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9330,40.4635,0.0000,5.0000,53.0504,5.8881,44.1989,45.6603,47.1218,51.5063,52.5870,54.3910,59.2978,60.9334,62.5690,4.0040,0.1913,3.8700,3.8800,3.8800,4.0200,4.3700,446.8000,47.6714,352.0000,396.0000,462.0000,471.0000,471.0000,475.2000,478.0000,-97.2120,2.5709,-99.4000,-99.2720,-99.0800,-98.7400,-96.2700,-94.0500,-92.5700,-10.5800,0.0126,-10.5900,-10.5900,-10.5900,-10.5900,-10.5700,-10.5640,-10.5600
-86.9325,40.4575,0.0000,16.0000,51.3347,12.4177,29.6604,34.0651,36.2178,43.7318,50.0982,59.7898,69.8684,70.7127,71.7173,5.2075,0.7773,4.1200,4.6225,5.0800,5.8425,6.8000,511.1250,153.0473,330.0000,345.0000,385.2500,496.5000,554.0000,775.5000,816.0000,-87.3306,1.5281,-90.2900,-88.8050,-88.0950,-87.5650,-86.7600,-85.8100,-83.3700,-10.6094,0.0494,-10.7100,-10.6700,-10.6500,-10.5950,-10.5900,-10.5800,-10.4900
-86.9325,40.4580,0.0000,1.0000,49.5938,0.0000,49.5938,49.5938,49.5938,49.5938,49.5938,49.5938,49.5938,49.5938,49.5938,4.1200,0.0000,4.1200,4.1200,4.1200,4.1200,4.1200,517.0000,0.0000,517.0000,517.0000,517.0000,517.0000,517.0000,517.0000,517.0000,-80.3900,0.0000,-80.3900,-80.3900,-80.3900,-80.3900,-80.3900,-80.3900,-80.3900,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9325,40.4605,0.0000,88.0000,66.2900,16.5059,31.1147,39.5216,44.0600,56.8320,64.3787,78.3053,88.9989,93.8063,114.1396,3.9592,0.4360,3.1500,3.7175,4.0100,4.2650,5.0400,462.3864,151.4357,228.0000,290.8000,354.7500,438.5000,542.7500,667.8000,915.0000,-72.0168,3.8414,-85.0700,-76.9820,-72.0025,-70.6150,-69.8750,-69.3540,-68.2600,-10.5607,0.0033,-10.5800,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9325,40.4635,0.0000,2.0000,65.4869,6.8640,58.6229,59.3093,59.9957,62.0549,65.4869,68.9189,70.9781,71.6645,72.3509,3.3950,0.0450,3.3500,3.3725,3.3950,3.4175,3.4400,377.5000,16.5000,361.0000,364.3000,369.2500,377.5000,385.7500,390.7000,394.0000,-86.4100,0.3700,-86.7800,-86.7060,-86.5950,-86.4100,-86.2250,-86.1140,-86.0400,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9325,40.4640,0.0000,5.0000,72.0471,8.0751,61.2057,62.4206,63.6354,67.2800,72.9140,73.2389,80.6537,83.1254,85.5970,3.6660,0.2645,3.3300,3.5000,3.5900,3.8200,4.0900,483.0000,122.9439,305.0000,336.2000,383.0000,507.0000,587.0000,614.6000,633.0000,-90.4900,0.4542,-91.0200,-90.9200,-90.7700,-90.7600,-90.0400,-89.9320,-89.8600,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9325,40.4645,0.0000,5.0000,54.9143,14.3409,37.1147,37.4975,37.8804,39.0290,59.2890,67.2830,70.0268,70.9414,71.8560,4.2040,0.3043,3.8100,3.9800,4.2200,4.3100,4.7000,552.4000,136.7693,385.0000,388.2000,393.0000,618.0000,654.0000,688.8000,712.0000,-96.6220,1.9359,-98.9800,-98.9280,-98.8500,-95.6000,-95.4800,-94.7120,-94.2000,-10.5820,0.0075,-10.5900,-10.5900,-10.5900,-10.5800,-10.5800,-10.5740,-10.5700
-86.9325,40.4650,0.0000,4.0000,63.8325,19.3368,41.8891,44.3443,46.7995,54.1650,59.2325,68.9000,84.5456,89.7608,94.9760,3.7050,0.3696,3.4200,3.4875,3.5300,3.7475,4.3400,581.5000,177.0092,365.0000,390.2000,428.0000,602.5000,756.0000,756.0000,756.0000,-97.7850,2.8866,-102.5500,-100.8700,-98.3500,-96.9100,-96.3450,-95.4000,-94.7700,-10.5700,0.0122,-10.5900,-10.5840,-10.5750,-10.5650,-10.5600,-10.5600,-10.5600
-86.9320,40.4605,0.0000,4.0000,68.8220,6.3399,59.4160,60.5188,61.6216,64.9300,70.1098,74.0018,74.9922,75.3223,75.6524,4.3350,0.1193,4.2200,4.2275,4.3050,4.4125,4.5100,366.5000,35.7806,306.0000,327.6000,360.0000,380.5000,387.0000,394.2000,399.0000,-73.7050,2.3230,-76.1900,-76.0640,-75.8750,-73.9150,-71.7450,-71.1780,-70.8000,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9320,40.4650,0.0000,1.0000,24.8570,0.0000,24.8570,24.8570,24.8570,24.8570,24.8570,24.8570,24.8570,24.8570,24.8570,3.7700,0.0000,3.7700,3.7700,3.7700,3.7700,3.7700,800.0000,0.0000,800.0000,800.0000,800.0000,800.0000,800.0000,800.0000,800.0000,-101.7000,0.0000,-101.7000,-101.7000,-101.7000,-101.7000,-101.7000,-101.7000,-101.7000,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9320,40.4655,0.0000,4.0000,40.7428,1.8939,38.2190,38.5684,38.9177,39.9657,40.5965,41.3735,42.6848,43.1219,43.5590,4.2725,0.1879,4.0700,4.1750,4.2200,4.3175,4.5800,564.5000,53.2987,475.0000,504.4000,548.5000,589.0000,605.0000,605.0000,605.0000,-101.3650,0.6879,-102.2700,-102.0720,-101.7750,-101.4100,-101.0000,-100.6220,-100.3700,-10.5825,0.0083,-10.5900,-10.5900,-10.5900,-10.5850,-10.5775,-10.5730,-10.5700
-86.9320,40.4660,0.0000,5.0000,35.3173,9.3205,21.3760,22.6206,23.8651,27.5989,38.5420,44.3120,44.5794,44.6686,44.7577,4.5540,0.6486,3.9800,4.1000,4.1700,4.8000,5.7200,636.6000,487.9150,114.0000,114.0000,114.0000,769.0000,769.0000,1157.8000,1417.0000,-102.2500,0.7772,-103.5000,-103.2000,-102.7500,-101.9600,-101.6900,-101.4860,-101.3500,-10.5960,0.0206,-10.6200,-10.6200,-10.6200,-10.5900,-10.5800,-10.5740,-10.5700
-86.9320,40.4665,0.0000,5.0000,23.0302,3.2443,19.8870,20.1226,20.3582,21.0650,21.2290,24.0590,26.9701,27.9405,28.9109,3.7700,0.2612,3.3700,3.6500,3.7400,3.9600,4.1300,941.2000,114.7631,809.0000,819.4000,835.0000,911.0000,1068.0000,1077.0000,1083.0000,-105.6440,0.7086,-106.4600,-106.4440,-106.4200,-105.6200,-104.9400,-104.8440,-104.7800,-10.6340,0.0500,-10.7200,-10.6960,-10.6600,-10.6100,-10.5900,-10.5900,-10.5900
-86.9320,40.4670,0.0000,1.0000,35.6930,0.0000,35.6930,35.6930,35.6930,35.6930,35.6930,35.6930,35.6930,35.6930,35.6930,3.3100,0.0000,3.3100,3.3100,3.3100,3.3100,3.3100,745.0000,0.0000,745.0000,745.0000,745.0000,745.0000,745.0000,745.0000,745.0000,-104.6500,0.0000,-104.6500,-104.6500,-104.6500,-104.6500,-104.6500,-104.6500,-104.6500,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9315,40.4605,0.0000,2.0000,46.8236,8.0049,38.8187,39.6192,40.4196,42.8211,46.8236,50.8260,53.2275,54.0280,54.8284,3.8550,0.2050,3.6500,3.7525,3.8550,3.9575,4.0600,582.0000,119.0000,463.0000,486.8000,522.5000,582.0000,641.5000,677.2000,701.0000,-76.8400,1.3200,-78.1600,-77.8960,-77.5000,-76.8400,-76.1800,-75.7840,-75.5200,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9315,40.4670,0.0000,4.0000,29.6617,3.3272,24.8210,25.4077,25.9943,27.7542,29.9940,31.9015,33.0634,33.4507,33.8380,3.5825,0.3559,3.1400,3.3275,3.5500,3.8050,4.0900,449.2500,109.8257,350.0000,350.0000,350.0000,416.0000,515.2500,575.1000,615.0000,-104.5375,1.0652,-105.6500,-105.5540,-105.4100,-104.7850,-103.9125,-103.3230,-102.9300,-10.7775,0.1502,-10.9300,-10.9270,-10.9225,-10.7950,-10.6500,-10.6140,-10.5900
-86.9315,40.4675,0.0000,6.0000,25.2902,4.4647,20.6080,20.7455,20.8830,21.4088,24.2260,27.9718,30.7615,31.8762,32.9910,3.1150,0.0640,3.0400,3.0750,3.1000,3.1325,3.2400,1014.0000,195.6655,630.0000,768.5000,942.2500,1106.0000,1164.0000,1167.5000,1171.0000,-103.5683,1.0327,-105.0500,-104.7700,-104.2850,-103.6300,-102.8325,-102.3050,-102.0300,-11.0550,0.2453,-11.4400,-11.3900,-11.2500,-10.9550,-10.8475,-10.8200,-10.8200
-86.9310,40.4605,0.0000,3.0000,70.5724,11.0966,55.2507,57.2551,59.2596,65.2729,75.2951,78.2333,79.9963,80.5839,81.1716,5.7633,1.4724,4.1500,4.7900,5.4300,6.5700,7.7100,448.0000,29.6985,406.0000,418.6000,437.5000,469.0000,469.0000,469.0000,469.0000,-85.5133,2.3860,-88.5000,-87.8760,-86.9400,-85.3800,-84.0200,-83.2040,-82.6600,-10.5767,0.0125,-10.5900,-10.5880,-10.5850,-10.5800,-10.5700,-10.5640,-10.5600
-86.9310,40.4675,0.0000,7.0000,36.0416,19.2932,19.3960,19.4431,19.4902,23.2180,32.4430,37.0541,56.6510,68.2795,79.9080,4.1086,1.0288,3.2700,3.3750,3.5500,4.5500,6.0900,679.7143,324.9711,342.0000,342.0000,437.5000,691.0000,739.0000,1016.2000,1372.0000,-101.0143,2.2507,-103.6700,-103.1300,-102.6400,-102.2300,-99.5000,-98.2520,-96.9200,-10.8686,0.2110,-11.2100,-11.0900,-11.0000,-10.9300,-10.6750,-10.6140,-10.5900
-86.9305,40.4605,0.0000,5.0000,64.6396,11.3558,43.4391,47.4055,51.3719,63.2711,68.2089,73.8204,74.2034,74.3310,74.4587,5.5660,0.6151,4.6100,5.1600,5.8300,5.8500,6.3800,462.2000,132.4619,337.0000,362.2000,400.0000,401.0000,457.0000,612.4000,716.0000,-85.4300,4.2784,-89.3200,-88.9640,-88.4300,-87.4300,-84.4400,-80.2940,-77.5300,-10.5660,0.0080,-10.5800,-10.5760,-10.5700,-10.5600,-10.5600,-10.5600,-10.5600
-86.9305,40.4675,0.0000,7.0000,31.6215,9.2209,19.0480,20.7403,22.4327,26.1461,30.6629,34.4670,41.5321,45.9729,50.4137,5.7143,0.7020,4.7800,5.1700,5.6300,6.2400,6.7700,915.0000,279.7438,608.0000,657.8000,702.0000,818.0000,1066.5000,1289.6000,1442.0000,-104.2943,2.7824,-107.7900,-107.2860,-106.6000,-104.5900,-102.5800,-101.0120,-99.3200,-10.9500,0.2651,-11.3900,-11.2340,-11.1100,-11.0200,-10.7150,-10.6500,-10.5900
-86.9300,40.4605,0.0000,6.0000,54.8814,11.9098,37.1330,39.4540,41.7749,48.0722,53.2462,62.9649,69.6231,71.3671,73.1111,4.1667,0.1703,3.9600,4.0825,4.0950,4.2425,4.4800,510.5000,172.5531,200.0000,283.0000,410.0000,587.0000,653.7500,661.5000,662.0000,-80.2067,1.4663,-81.8700,-81.7150,-81.4775,-80.4050,-79.3100,-78.5000,-77.7800,-10.5600,0.0000,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600,-10.5600
-86.9300,40.4675,0.0000,3.0000,19.8709,6.5823,10.5623,11.9535,13.3447,17.5183,24.4743,24.5251,24.5557,24.5658,24.5760,6.4567,0.3408,6.1100,6.2250,6.3400,6.6300,6.9200,1043.0000,305.1852,701.0000,758.0000,843.5000,986.0000,1214.0000,1350.8000,1442.0000,-110.2367,0.2055,-110.4700,-110.4300,-110.3700,-110.2700,-110.1200,-110.0300,-109.9700,-11.7900,0.1122,-11.9400,-11.9040,-11.8500,-11.7600,-11.7150,-11.6880,-11.6700
-86.9295,40.4605,0.0000,4.0000,57.7429,13.8963,39.7529,41.2965,42.8401,47.4709,57.5876,67.8596,72.7700,74.4068,76.0436,4.0100,0.3276,3.5800,3.7525,4.0400,4.2975,4.3800,452.5000,88.3134,300.0000,358.5000,446.2500,498.0000,504.2500,510.1000,514.0000,-80.7375,3.3383,-85.8600,-84.5010,-82.4625,-80.0600,-78.3350,-77.5160,-76.9700,-10.5650,0.0087,-10.5800,-10.5740,-10.5650,-10.5600,-10.5600,-10.5600,-10.5600
-86.9295,40.4675,0.0000,3.0000,31.5710,3.0761,28.8150,28.9369,29.0588,29.4245,30.0340,32.9490,34.6980,35.2810,35.8640,7.4500,2.0624,5.0300,6.1400,7.2500,8.6600,10.0700,709.0000,289.4374,450.0000,472.8000,507.0000,564.0000,838.5000,1003.2000,1113.0000,-103.7600,1.6770,-106.1300,-105.4340,-104.3900,-102.6500,-102.5750,-102.5300,-102.5000,-10.8467,0.0624,-10.9300,-10.9100,-10.8800,-10.8300,-10.8050,-10.7900,-10.7800
-86.9290,40.4605,0.0000,4.0000,73.0667,20.2862,41.0960,45.4288,49.7616,62.7600,80.2569,90.5636,90.6196,90.6382,90.6569,4.5075,0.3776,3.9300,4.3125,4.5800,4.7750,4.9400,363.5000,173.9864,198.0000,201.3000,206.2500,318.0000,475.2500,562.1000,620.0000,-84.8225,0.9404,-85.7000,-85.5680,-85.3700,-85.1750,-84.6275,-83.7950,-83.2400,-10.5725,0.0083,-10.5800,-10.5800,-10.5800,-10.5750,-10.5675,-10.5630,-10.5600
-86.9290,40.4675,0.0000,3.0000,29.0139,6.4644,22.6040,23.0010,23.3979,24.5889,26.5737,32.2189,35.6059,36.7350,37.8640,7.6167,1.4786,5.8400,6.6950,7.5500,8.5050,9.4600,890.0000,22.6274,874.0000,874.0000,874.0000,874.0000,898.0000,912.4000,922.0000,-106.3900,1.4097,-108.2200,-107.8080,-107.1900,-106.1600,-105.4750,-105.0640,-104.7900,-11.2433,0.1893,-11.5100,-11.4340,-11.3200,-11.1300,-11.1100,-11.0980,-11.0900
-86.9285,40.4605,0.0000,2.0000,60.0356,18.0427,41.9929,43.7972,45.6014,51.0142,60.0356,69.0569,74.4697,76.2740,78.0782,4.5350,0.0850,4.4500,4.4925,4.5350,4.5775,4.6200,375.5000,14.5000,361.0000,363.9000,368.2500,375.5000,382.7500,387.1000,390.0000,-86.1750,1.1050,-87.2800,-87.0590,-86.7275,-86.1750,-85.6225,-85.2910,-85.0700,-10.5750,0.0050,-10.5800,-10.5790,-10.5775,-10.5750,-10.5725,-10.5710,-10.5700
-86.9285,40.4675,0.0000,3.0000,24.3582,5.1064,17.6530,18.4266,19.2001,21.5208,25.3886,27.7109,29.1042,29.5687,30.0331,10.8833,1.5604,8.8300,10.0200,11.2100,11.9100,12.6100,1167.0000,397.2564,610.0000,764.4000,996.0000,1382.0000,1445.5000,1483.6000,1509.0000,-113.0633,2.9957,-116.6300,-115.9560,-114.9450,-113.2600,-111.2800,-110.0920,-109.3000,-12.6900,0.7316,-13.2900,-13.2560,-13.2050,-13.1200,-12.3900,-11.9520,-11.6600
-86.9280,40.4605,0.0000,3.0000,58.9591,7.8610,49.4791,50.3982,51.3173,54.0747,58.6702,63.6991,66.7164,67.7222,68.7280,4.7433,0.6504,3.9200,4.3600,4.8000,5.1550,5.5100,500.0000,64.6375,409.0000,434.8000,473.5000,538.0000,545.5000,550.0000,553.0000,-91.4467,1.9222,-92.8900,-92.8560,-92.8050,-92.7200,-90.7250,-89.5280,-88.7300,-10.6867,0.0685,-10.7400,-10.7380,-10.7350,-10.7300,-10.6600,-10.6180,-10.5900
-86.9280,40.4675,0.0000,2.0000,50.0354,29.7669,20.2686,23.2453,26.2219,35.1520,50.0354,64.9189,73.8489,76.8256,79.8023,5.3000,1.2500,4.0500,4.6750,5.3000,5.9250,6.5500,392.0000,97.0000,295.0000,314.4000,343.5000,392.0000,440.5000,469.6000,489.0000,-108.3500,4.9200,-113.2700,-112.2860,-110.8100,-108.3500,-105.8900,-104.4140,-103.4300,-11.9750,0.7550,-12.7300,-12.5790,-12.3525,-11.9750,-11.5975,-11.3710,-11.2200
-86.9280,40.4680,0.0000,1.0000,105.3691,0.0000,105.3691,105.3691,105.3691,105.3691,105.3691,105.3691,105.3691,105.3691,105.3691,3.5200,0.0000,3.5200,3.5200,3.5200,3.5200,3.5200,286.0000,0.0000,286.0000,286.0000,286.0000,286.0000,286.0000,286.0000,286.0000,-100.6200,0.0000,-100.6200,-100.6200,-100.6200,-100.6200,-100.6200,-100.6200,-100.6200,-10.9800,0.0000,-10.9800,-10.9800,-10.9800,-10.9800,-10.9800,-10.9800,-10.9800
-86.9275,40.4605,0.0000,3.0000,50.9419,15.1601,32.6729,34.4415,36.2101,41.5160,50.3591,60.0764,65.9068,67.8503,69.7938,4.8633,0.6227,4.1400,4.4650,4.7900,5.2250,5.6600,583.3333,110.2432,442.0000,473.0000,519.5000,597.0000,654.0000,688.2000,711.0000,-93.6900,1.7351,-95.8100,-95.3880,-94.7550,-93.7000,-92.6300,-91.9880,-91.5600,-10.6133,0.0403,-10.6700,-10.6540,-10.6300,-10.5900,-10.5850,-10.5820,-10.5800
-86.9275,40.4680,0.0000,4.0000,73.1350,24.7628,40.3200,43.5891,46.8582,56.6655,72.5245,88.9940,99.9002,103.5356,107.1710,4.0350,0.4856,3.4400,3.6800,3.9850,4.3400,4.7300,374.0000,93.4746,252.0000,285.3000,335.2500,364.5000,403.2500,470.3000,515.0000,-103.1300,2.9511,-107.1600,-106.4280,-105.3300,-102.7050,-100.5050,-100.1720,-99.9500,-11.3450,0.3414,-11.8000,-11.7220,-11.6050,-11.3150,-11.0550,-10.9920,-10.9500
-86.9270,40.4605,0.0000,4.0000,66.5860,10.6160,48.2276,51.8206,55.4137,66.1929,72.2191,72.6122,73.2518,73.4650,73.6782,4.7175,0.3264,4.1800,4.6000,4.8350,4.9525,5.0200,399.0000,127.5911,306.0000,314.4000,327.0000,335.5000,407.5000,534.4000,619.0000,-90.3100,4.4255,-95.0400,-94.4820,-93.6450,-91.3800,-88.0450,-85.2820,-83.4400,-10.6450,0.0658,-10.7200,-10.7140,-10.7050,-10.6450,-10.5850,-10.5760,-10.5700
-86.9270,40.4680,0.0000,3.0000,50.1899,14.9593,29.3760,32.1701,34.9642,43.3465,57.3170,60.5968,62.5647,63.2206,63.8766,8.2100,3.1511,4.0100,6.5150,9.0200,10.3100,11.6000,903.0000,271.5290,519.0000,634.2000,807.0000,1095.0000,1095.0000,1095.0000,1095.0000,-108.9100,4.2916,-113.6200,-112.8700,-111.7450,-109.8700,-106.5550,-104.5660,-103.2400,-11.8300,0.4531,-12.2800,-12.2240,-12.1400,-12.0000,-11.6050,-11.3680,-11.2100
-86.9265,40.4605,0.0000,18.0000,50.9525,13.5175,31.3307,31.7205,34.9490,43.3798,46.6044,60.1080,65.3155,74.0808,84.9200,4.7178,0.5229,3.9700,4.3975,4.5900,5.0475,5.8600,491.2222,164.0706,266.0000,278.2000,343.0000,478.0000,610.2500,691.0000,796.0000,-97.3811,2.1909,-100.9400,-100.1990,-98.7600,-97.1950,-96.8800,-95.1920,-91.3000,-10.7511,0.1460,-11.0700,-10.9430,-10.8200,-10.7500,-10.6050,-10.5800,-10.5700
-86.9265,40.4680,0.0000,2.0000,31.9150,7.6320,24.2830,25.0462,25.8094,28.0990,31.9150,35.7310,38.0206,38.7838,39.5470,6.9100,1.4900,5.4200,6.1650,6.9100,7.6550,8.4000,594.5000,33.5000,561.0000,567.7000,577.7500,594.5000,611.2500,621.3000,628.0000,-111.2300,0.0200,-111.2500,-111.2460,-111.2400,-111.2300,-111.2200,-111.2140,-111.2100,-11.9750,0.1550,-12.1300,-12.0990,-12.0525,-11.9750,-11.8975,-11.8510,-11.8200
-86.9260,40.4605,0.0000,6.0000,34.4613,8.6566,18.5316,21.0191,23.5067,30.3822,37.1964,40.1313,42.6809,43.6520,44.6231,3.7483,0.1892,3.4900,3.6050,3.7250,3.9350,3.9800,830.5000,285.3412,404.0000,512.5000,640.0000,803.0000,1109.2500,1176.0000,1176.0000,-86.2417,6.8155,-96.4800,-93.7000,-90.8925,-86.0550,-80.0700,-78.9700,-78.2800,-10.5817,0.0279,-10.6400,-10.6150,-10.5850,-10.5700,-10.5625,-10.5600,-10.5600
-86.9260,40.4680,0.0000,3.0000,43.3313,4.0677,38.9623,39.2936,39.6248,40.6186,42.2750,45.5158,47.4603,48.1084,48.7566,7.8733,1.5277,6.0400,6.9200,7.8000,8.7900,9.7800,614.0000,121.6224,442.0000,493.6000,571.0000,700.0000,700.0000,700.0000,700.0000,-111.2567,0.5669,-112.0500,-111.8320,-111.5050,-110.9600,-110.8600,-110.8000,-110.7600,-12.4467,0.1837,-12.7000,-12.6340,-12.5350,-12.3700,-12.3200,-12.2900,-12.2700
-86.9255,40.4605,0.0000,3.0000,69.0607,4.2549,63.0916,63.9212,64.7508,67.2396,71.3876,72.0453,72.4400,72.5716,72.7031,4.4367,0.0680,4.3700,4.3900,4.4100,4.4700,4.5300,480.3333,83.6753,395.0000,406.4000,423.5000,452.0000,523.0000,565.6000,594.0000,-92.1933,2.6868,-95.5900,-94.8660,-93.7800,-91.9700,-90.4950,-89.6100,-89.0200,-10.5900,0.0000,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900,-10.5900
-86.9255,40.4680,0.0000,4.0000,40.9890,11.5698,27.1580,28.0693,28.9805,31.7144,39.9831,49.2578,53.8023,55.3171,56.8320,10.6600,2.9002,6.0100,9.3175,11.7300,13.0725,13.1700,619.2500,85.1686,508.0000,525.1000,550.7500,633.5000,702.0000,702.0000,702.0000,-112.6150,0.5668,-113.2200,-113.1240,-112.9800,-112.7700,-112.4050,-111.9820,-111.7000,-12.4800,0.1267,-12.6100,-12.5830,-12.5425,-12.5200,-12.4575,-12.3450,-12.2700
-86.9250,40.4605,0.0000,4.0000,69.6567,8.8489,62.0862,62.2006,62.3150,62.6582,66.2040,73.2024,79.7604,81.9464,84.1324,4.3400,0.2828,4.1200,4.1425,4.2100,4.4075,4.8200,378.0000,22.6605,351.0000,354.3000,359.2500,376.5000,395.2500,402.9000,408.0000,-87.3325,0.2690,-87.7800,-87.6300,-87.4050,-87.2400,-87.1675,-87.1090,-87.0700,-10.5800,0.0122,-10.5900,-10.5900,-10.5900,-10.5850,-10.5750,-10.5660,-10.5600
-86.9250,40.4680,0.0000,3.0000,43.5679,3.3711,41.1320,41.1425,41.1529,41.1843,41.2366,44.7858,46.9153,47.6252,48.3350,6.8500,0.4758,6.2100,6.6000,6.9900,7.1700,7.3500,433.3333,30.6413,390.0000,403.0000,422.5000,455.0000,455.0000,455.0000,455.0000,-112.1500,1.5137,-114.2500,-113.6920,-112.8550,-111.4600,-111.1000,-110.8840,-110.7400,-12.3000,0.4411,-12.8500,-12.7360,-12.5650,-12.2800,-12.0250,-11.8720,-11.7700
-86.9245,40.4605,0.0000,6.0000,38.5944,8.6967,27.2836,27.5980,27.9124,30.5438,39.8031,44.3704,48.0676,49.6969,51.3262,6.6733,1.1005,4.9600,5.9725,6.6300,7.6700,8.0500,647.8333,122.7659,514.0000,529.5000,549.7500,621.0000,706.5000,793.0000,870.0000,-100.9450,1.6563,-103.1000,-102.3850,-101.5725,-101.2200,-100.9275,-99.2300,-97.6100,-11.1550,0.1414,-11.3200,-11.3100,-11.2900,-11.1600,-11.0225,-10.9950,-10.9800
