grid_lat,grid_lon,grid_height,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_20_ul,thput_25_ul,thput_30_ul,thput_40_ul,thput_50_ul,thput_60_ul,thput_70_ul,thput_75_ul,thput_80_ul,thput_90_ul,thput_100_ul,rbs_avg,rbs_std,rbs_0,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90,rbs_100
-86.9325,40.464,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.36562857142857147,0.026795308757851088,0.329,0.33271428571428574,0.3382857142857143,0.378,0.38857142857142857,0.392,0.3942857142857143,72.04711428571427,8.075053898550138,61.20571428571428,63.63542857142857,66.06514285714286,67.28,68.4068,70.6604,72.914,73.04394285714285,73.17388571428572,73.23885714285714,75.71048571428571,80.65374285714286,85.597,3.6659999999999995,0.2644692798795353,3.33,3.398,3.5,3.59,3.82,3.9819999999999998,4.09,
-86.9325,40.4645,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.3342666666666666,0.042014494853297696,0.2733333333333333,0.286,0.305,0.344,0.353,0.3788,0.396,54.91433333333333,14.340945865287654,37.114666666666665,37.8804,38.64613333333334,39.029,43.081,51.185,59.289,62.4866,65.6842,67.283,68.1976,70.0268,71.856,4.203999999999999,0.3042761903271434,3.81,3.878,3.98,4.22,4.31,4.544,4.7,
-86.9325,40.465,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.34235714285714286,0.03623175121241544,0.2914285714285714,0.3015,0.31660714285714286,0.349,0.37475,0.3779,0.38,63.83253571428571,19.33682830406707,41.88914285714286,46.7995,51.709857142857146,54.165035714285715,56.62021428571428,58.6472,59.2325,59.8178,63.68479999999999,68.9,74.11520000000002,84.54560000000001,94.976,3.7049999999999996,0.3696281915655244,3.42,3.447,3.4875,3.53,3.7474999999999996,4.103,4.34,
-86.932,40.465,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.244,0.0,0.244,0.244,0.244,0.244,0.244,0.244,0.244,24.857,0.0,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,24.857,3.77,0.0,3.77,3.77,3.77,3.77,3.77,3.77,3.77,
-86.932,40.4655,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,4,4,1.0,0.313,0.02418677324489565,0.274,0.28540000000000004,0.3025,0.321,0.3315,0.3342,0.336,40.74275,1.8939417064682837,38.219,38.9177,39.6164,39.96575,40.3151,40.5674,40.596500000000006,40.625600000000006,40.9364,41.3735,41.8106,42.6848,43.559,4.2725,0.18793283374652758,4.07,4.112,4.175,4.220000000000001,4.317500000000001,4.4750000000000005,4.58,
-86.932,40.466,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.27662857142857145,0.05922799944593221,0.201,0.2047142857142857,0.21028571428571427,0.3097142857142857,0.317,0.3338857142857143,0.34514285714285714,35.31731428571429,9.320503697696573,21.376,23.865142857142857,26.354285714285716,27.598857142857142,29.787485714285715,34.164742857142855,38.542,40.85,43.157999999999994,44.312,44.40114285714286,44.57942857142857,44.757714285714286,4.554,0.6485553176098396,3.98,4.028,4.1,4.17,4.8,5.352,5.72,
-86.932,40.4665,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,5,5,1.0,0.2112285714285714,0.02901788329669152,0.184,0.188,0.194,0.196,0.217,0.24588571428571432,0.2651428571428572,23.03017142857143,3.244274852343898,19.887,20.3582,20.8294,21.065,21.0978,21.1634,21.229,22.361,23.493,24.059,25.02937142857143,26.97011428571429,28.910857142857143,3.7700000000000005,0.26115129714401186,3.37,3.482,3.65,3.74,3.96,4.062,4.13,
-86.932,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.256,0.0,0.256,0.256,0.256,0.256,0.256,0.256,0.256,35.693,0.0,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,35.693,3.31,0.0,3.31,3.31,3.31,3.31,3.31,3.31,3.31,
-86.9315,40.467,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,5,5,1.0,4,4,1.0,0.23049999999999998,0.030712375355872432,0.178,0.1966,0.22449999999999998,0.2455,0.2515,0.2524,0.253,29.661749999999998,3.3271606795434447,24.821,25.994300000000003,27.1676,27.75425,28.340899999999998,29.2368,29.994,30.7512,31.5142,31.9015,32.2888,33.0634,33.838,3.5825000000000005,0.3559055352196702,3.14,3.2150000000000003,3.3275,3.55,3.8049999999999997,3.976,4.09,
-86.9315,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,6,6,1.0,6,6,1.0,0.23016666666666663,0.02402371513502624,0.19,0.20350000000000001,0.21725,0.23149999999999998,0.25025,0.2555,0.259,25.290166666666668,4.464735058084509,20.608,20.883000000000003,21.158,21.40875,21.6595,22.161,24.226,26.291,27.4115,27.97175,28.532,30.761499999999998,32.991,3.115,0.06396613687465173,3.04,3.0549999999999997,3.0749999999999997,3.0999999999999996,3.1325000000000003,3.1900000000000004,3.24,
-86.931,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,8,1.0,7,7,1.0,0.2558979591836735,0.06313591772218283,0.181,0.1846,0.20450000000000002,0.246,0.29114285714285715,0.32817142857142856,0.373,36.04161224489796,19.29316165529191,19.396,19.4902,21.019000000000002,23.218,25.416999999999998,29.107,32.443,32.754400000000004,34.59885714285714,37.054142857142864,39.50942857142858,56.650971428571445,79.908,4.1085714285714285,1.0288194145500473,3.27,3.27,3.375,3.55,4.55,5.586,6.09,
-86.9305,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,7,1.0,7,7,1.0,0.2535510204081633,0.033661878029700956,0.21257142857142858,0.21462857142857142,0.23349999999999999,0.254,0.2595,0.28731428571428574,0.3222857142857143,31.6215306122449,9.22091060298213,19.048,22.432685714285714,25.27191428571429,26.14607142857143,27.02022857142857,28.82694285714286,30.662857142857142,32.258942857142856,33.7806,34.467,35.1534,41.532085714285714,50.413714285714285,5.714285714285714,0.7019942438277871,4.78,4.804,5.17,5.63,6.24,6.56,6.77,
-86.93,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.2038095238095238,0.05640925930330401,0.12457142857142857,0.14674285714285715,0.18,0.2354285714285714,0.24342857142857138,0.24822857142857138,0.2514285714285714,19.870857142857144,6.582284961905545,10.562285714285714,13.344685714285713,16.127085714285712,17.518285714285714,18.909485714285715,21.691885714285714,24.474285714285713,24.49462857142857,24.514971428571428,24.525142857142857,24.535314285714286,24.555657142857143,24.576,6.456666666666667,0.3408160142299001,6.11,6.156000000000001,6.225,6.34,6.63,6.804,6.92,
-86.9295,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,3,3,1.0,0.2613809523809524,0.02056360080347154,0.24,0.243,0.2475,0.255,0.2720714285714286,0.28231428571428574,0.28914285714285715,31.570999999999998,3.076131444959181,28.815,29.0588,29.3026,29.424500000000002,29.5464,29.7902,30.034,31.2,32.366,32.949,33.532,34.698,35.864,7.45,2.062425756239482,5.03,5.474,6.140000000000001,7.25,8.66,9.506,10.07,
-86.929,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.2485238095238095,0.02710732845995389,0.229,0.22914285714285715,0.22935714285714287,0.22971428571428573,0.2582857142857143,0.2754285714285714,0.2868571428571428,29.013904761904758,6.464404956893713,22.604,23.397942857142855,24.191885714285714,24.588857142857144,24.98582857142857,25.77977142857143,26.573714285714285,28.83177142857143,31.08982857142857,32.21885714285714,33.34788571428571,35.60594285714286,37.864,7.616666666666667,1.4786104588054592,5.84,6.1819999999999995,6.695,7.55,8.505,9.078000000000001,9.46,
-86.9285,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.23638095238095236,0.028587931741730476,0.196,0.20777142857142858,0.22542857142857142,0.25485714285714284,0.25657142857142856,0.2576,0.2582857142857143,24.358238095238097,5.106412594255037,17.653,19.200114285714285,20.747228571428572,21.520785714285715,22.294342857142855,23.84145714285714,25.388571428571428,26.317485714285713,27.2464,27.710857142857144,28.175314285714286,29.104228571428575,30.03314285714286,10.883333333333333,1.560370326414712,8.83,9.306000000000001,10.02,11.21,11.91,12.33,12.61,
-86.928,40.4675,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,2,2,1.0,2,2,1.0,0.2702857142857143,0.05314285714285716,0.21714285714285714,0.22777142857142857,0.24371428571428572,0.2702857142857143,0.2968571428571429,0.3128,0.32342857142857145,50.03542857142857,29.766857142857145,20.268571428571427,26.221942857142857,32.175314285714286,35.152,38.12868571428571,44.082057142857145,50.03542857142857,55.9888,61.94217142857143,64.91885714285715,67.89554285714286,73.84891428571429,79.80228571428572,5.3,1.25,4.05,4.3,4.675,5.3,5.925,6.3,6.55,
-86.928,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,1,1,1.0,1,1,1.0,0.3657142857142857,0.0,0.3657142857142857,0.3657142857142857,0.3657142857142857,0.3657142857142857,0.3657142857142857,0.3657142857142857,0.3657142857142857,105.36914285714286,0.0,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,105.36914285714286,3.52,0.0,3.52,3.52,3.52,3.52,3.52,3.52,3.52,
-86.9275,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.34010714285714283,0.019070325008199704,0.31542857142857145,0.3219,0.3316071428571429,0.338,0.34650000000000003,0.36,0.369,73.135,24.762754097636236,40.32,46.8582,53.3964,56.665499999999994,59.934599999999996,66.2782,72.5245,78.7708,85.3586,88.994,92.62940000000002,99.90020000000001,107.171,4.035,0.48561816275753134,3.44,3.536,3.6799999999999997,3.985,4.34,4.574000000000001,4.73,
-86.927,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.3129047619047619,0.016006942938057312,0.29028571428571426,0.2969142857142857,0.30685714285714283,0.32342857142857145,0.32421428571428573,0.3246857142857143,0.325,50.18985714285714,14.9592664972603,29.376,34.964200000000005,40.552400000000006,43.3465,46.1406,51.7288,57.317,58.62891428571429,59.94082857142857,60.596785714285716,61.25274285714286,62.56465714285714,63.87657142857143,8.209999999999999,3.1510950477572077,4.01,5.012,6.515,9.02,10.309999999999999,11.084,11.6,
-86.9265,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,2,2,1.0,0.28600000000000003,0.05100000000000002,0.235,0.2452,0.2605,0.28600000000000003,0.3115,0.32680000000000003,0.337,31.915,7.631999999999998,24.283,25.8094,27.3358,28.099,28.8622,30.3886,31.915,33.4414,34.9678,35.730999999999995,36.4942,38.020599999999995,39.547,6.91,1.4900000000000002,5.42,5.718,6.165,6.91,7.655,8.102,8.4,
-86.926,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.31985714285714284,0.01269795634100605,0.307,0.3086857142857143,0.3112142857142857,0.31542857142857145,0.3262857142857143,0.33280000000000004,0.3371428571428572,43.33128571428571,4.0676621291939785,38.96228571428572,39.62482857142857,40.28737142857143,40.61864285714286,40.949914285714286,41.612457142857146,42.275,43.57131428571429,44.86762857142857,45.51578571428571,46.16394285714286,47.46025714285714,48.75657142857143,7.873333333333332,1.5277288881066413,6.04,6.392,6.92,7.8,8.79,9.384,9.78,
-86.9255,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.3118928571428572,0.052383142540792446,0.2582857142857143,0.2597,0.2618214285714286,0.3055,0.35557142857142854,0.3692,0.3782857142857143,40.98903571428571,11.569832172673316,27.158,28.980542857142858,30.80308571428571,31.71435714285714,32.625628571428564,35.93311428571428,39.98307142857142,44.03302857142857,47.74289999999999,49.25775,50.772600000000004,53.8023,56.832,10.659999999999998,2.900198269084374,6.01,7.333,9.317499999999999,11.73,13.0725,13.131,13.17,
-86.925,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.29361904761904767,0.020073786790234003,0.27885714285714286,0.27908571428571427,0.27942857142857147,0.28,0.30100000000000005,0.3136,0.322,43.56785714285714,3.371149364952008,41.132,41.15291428571428,41.17382857142857,41.184285714285714,41.194742857142856,41.21565714285715,41.23657142857143,42.65625714285714,44.075942857142856,44.785785714285716,45.495628571428576,46.91531428571429,48.335,6.849999999999999,0.47581509013481266,6.21,6.366,6.6,6.99,7.17,7.278,7.35,
-86.9245,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.27166666666666667,0.020138409955990946,0.255,0.256,0.2575,0.26,0.28,0.292,0.3,32.49033333333333,2.213818169789219,29.534,30.2424,30.9508,31.305,31.6592,32.3676,33.076,33.433,33.79,33.9685,34.147,34.504,34.861,9.08,2.1601851772475436,6.54,7.008,7.710000000000001,8.88,10.350000000000001,11.232000000000001,11.82,
-86.924,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,2,2,1.0,0.22049999999999997,0.06949999999999999,0.151,0.1649,0.18575,0.22049999999999997,0.25525,0.2761,0.29,21.7915,9.627500000000001,12.164,14.089500000000001,16.015,16.97775,17.9405,19.866,21.7915,23.717,25.6425,26.605249999999998,27.568,29.4935,31.419,12.11,0.05999999999999961,12.05,12.062000000000001,12.08,12.11,12.14,12.158,12.17,
-86.9235,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.243,0.017291616465790586,0.21485714285714286,0.22342857142857142,0.23628571428571427,0.24857142857142855,0.2552857142857143,0.25811428571428574,0.26,23.83517857142857,1.982230989996898,21.497142857142858,21.804000000000002,22.110857142857142,22.264285714285712,22.417714285714286,22.956114285714285,23.610285714285716,24.264457142857143,24.892814285714287,25.18117857142857,25.46954285714286,26.04627142857143,26.623,13.4475,1.497253736011368,11.75,12.131,12.7025,13.09,13.835,15.05,15.86,
-86.923,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.24095238095238095,0.015584019956498236,0.223,0.22617142857142858,0.23092857142857143,0.23885714285714285,0.24992857142857144,0.25657142857142856,0.261,25.96747619047619,2.3359098922996386,23.723428571428574,23.97674285714286,24.230057142857145,24.356714285714286,24.483371428571427,24.736685714285713,24.99,25.8298,26.6696,27.0895,27.5094,28.3492,29.189,12.683333333333335,2.248293179774876,10.58,10.798,11.125,11.67,13.735,14.974,15.8,
-86.9225,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.2064285714285714,0.010564347692918415,0.192,0.19565714285714286,0.20114285714285712,0.21028571428571427,0.21364285714285713,0.21565714285714285,0.217,21.458571428571428,2.145540757677921,19.42742857142857,19.646342857142855,19.865257142857143,19.974714285714285,20.084171428571427,20.303085714285714,20.522,21.302857142857142,22.083714285714287,22.47414285714286,22.86457142857143,23.64542857142857,24.426285714285715,11.58,0.7144695001654492,10.59,10.852,11.245000000000001,11.9,12.075,12.18,12.25,
-86.922,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.19666666666666666,0.02049932248202907,0.173,0.1772,0.1835,0.194,0.20850000000000002,0.2172,0.223,17.18766666666667,1.5162201540526876,15.203,15.6578,16.1126,16.34,16.5674,17.0222,17.477,17.7582,18.0394,18.18,18.3206,18.6018,18.883,13.573333333333332,2.072556124424352,11.69,11.866,12.129999999999999,12.57,14.515,15.682,16.46,
-86.9215,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,3,3,1.0,0.25885714285714284,0.07397195644388524,0.15657142857142858,0.18345714285714287,0.22378571428571428,0.291,0.31,0.3214,0.329,29.542238095238094,13.338170414945996,13.845714285714287,16.74277142857143,19.639828571428573,21.08835714285714,22.536885714285713,25.433942857142856,28.331,31.9548,35.5786,37.3905,39.202400000000004,42.8262,46.45,12.593333333333334,0.08993825042154648,12.48,12.504,12.54,12.6,12.649999999999999,12.68,12.7,
-86.921,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.23785714285714285,0.04569300099726493,0.199,0.20171428571428573,0.2057857142857143,0.21257142857142858,0.2572857142857143,0.2841142857142857,0.302,21.29342857142857,4.662220142063353,16.182,16.99405714285714,17.806114285714283,18.212142857142858,18.61817142857143,19.43022857142857,20.242285714285714,21.68502857142857,23.127771428571428,23.84914285714286,24.570514285714285,26.013257142857142,27.456,11.449999999999998,4.2708313008125245,7.85,8.09,8.45,9.05,13.25,15.77,17.45,
-86.9205,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.17157142857142857,0.011177601509724886,0.156,0.1602,0.16649999999999998,0.177,0.17935714285714285,0.18077142857142858,0.18171428571428572,14.427952380952382,1.4219848652204774,12.755,13.063600000000001,13.372200000000001,13.5265,13.6808,13.9894,14.298,14.684571428571429,15.071142857142856,15.26442857142857,15.457714285714285,15.844285714285714,16.230857142857143,12.646666666666667,2.314192923869764,10.8,10.886000000000001,11.015,11.23,13.57,14.974,15.91,
-86.92,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.22523809523809524,0.03298656360830585,0.179,0.1918,0.211,0.243,0.24835714285714286,0.25157142857142856,0.2537142857142857,19.33028571428571,3.870133905820261,13.885,15.422971428571428,16.960942857142857,17.72992857142857,18.498914285714285,20.036885714285713,21.57485714285714,21.766085714285712,21.957314285714283,22.05292857142857,22.148542857142857,22.339771428571428,22.531,15.333333333333334,5.640285650764704,10.53,10.868,11.375,12.22,17.735,21.044,23.25,
-86.9195,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.2712857142857143,0.13355141179275018,0.132,0.15857142857142859,0.19842857142857145,0.23085714285714287,0.3037142857142857,0.4163428571428572,0.49142857142857144,14.961142857142857,3.3683576328616205,9.384,11.17817142857143,12.972342857142857,13.869428571428571,14.766514285714285,15.680228571428572,16.153714285714287,16.6272,17.063885714285714,17.245428571428572,17.42697142857143,17.790057142857144,18.153142857142857,12.465,1.6044391543464651,10.32,10.761,11.4225,12.434999999999999,13.4775,14.193,14.67,
-86.919,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,2,2,1.0,0.1885,0.006500000000000006,0.182,0.1833,0.18525,0.1885,0.19175,0.1937,0.195,16.384500000000003,1.0815000000000001,15.303,15.519300000000001,15.735600000000002,15.84375,15.9519,16.168200000000002,16.384500000000003,16.6008,16.8171,16.925250000000002,17.0334,17.2497,17.466,11.94,1.42,10.52,10.804,11.23,11.94,12.649999999999999,13.075999999999999,13.36,
-86.9185,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.27552380952380956,0.08717457138232232,0.1965714285714286,0.20385714285714288,0.2147857142857143,0.233,0.315,0.3642,0.397,17.20909523809524,0.7841883392871398,16.530285714285714,16.582028571428573,16.63377142857143,16.659642857142856,16.685514285714287,16.737257142857143,16.789,17.0928,17.3966,17.5485,17.700400000000002,18.0042,18.308,9.096666666666668,1.105782779552818,7.55,7.974,8.61,9.67,9.870000000000001,9.99,10.07,
-86.918,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.2042857142857143,0.016817548334189178,0.19085714285714286,0.1914857142857143,0.19242857142857145,0.194,0.21100000000000002,0.2212,0.228,18.738380952380954,2.2683492644404497,15.977,16.522628571428573,17.068257142857146,17.341071428571432,17.613885714285715,18.159514285714287,18.70514285714286,19.270714285714288,19.836285714285715,20.11907142857143,20.401857142857146,20.967428571428574,21.533,10.603333333333333,1.3117249034085694,9.23,9.426,9.72,10.21,11.29,11.937999999999999,12.37,
-86.9175,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,4,4,1.0,4,4,1.0,0.18585714285714286,0.005790562342717504,0.17714285714285713,0.17954285714285714,0.18314285714285714,0.18657142857142855,0.18928571428571428,0.1916,0.19314285714285714,16.589928571428572,2.4264997834287128,12.733714285714287,14.024914285714287,15.316114285714287,15.961714285714287,16.60731428571429,17.057828571428573,17.088,17.11817142857143,17.369457142857144,17.716214285714287,18.06297142857143,18.756485714285713,19.45,10.575000000000001,2.214774254862107,7.1,8.171,9.7775,10.99,11.787500000000001,12.647,13.22,
-86.917,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.1416666666666667,0.03167894498804459,0.097,0.10980000000000001,0.129,0.161,0.164,0.1658,0.167,11.232999999999999,3.5724933403250265,6.362,7.591,8.82,9.4345,10.049,11.278,12.507,12.9716,13.4362,13.6685,13.9008,14.3654,14.83,10.926666666666668,1.7713334587881027,8.65,9.152000000000001,9.905000000000001,11.16,12.065000000000001,12.608,12.97,
-86.9165,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.15252380952380953,0.021295566059319676,0.129,0.1328,0.1385,0.148,0.16428571428571428,0.17405714285714285,0.18057142857142858,12.214857142857143,1.7282066242363567,10.549,10.738999999999999,10.929,11.024000000000001,11.119,11.309000000000001,11.499,12.118514285714287,12.738028571428572,13.047785714285716,13.357542857142858,13.977057142857145,14.59657142857143,7.79,0.25311394008759475,7.48,7.542000000000001,7.635,7.79,7.945,8.038,8.1,
-86.916,40.468,0,None,None,372,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,1,0.3333333333333333,2,1,0.5,0.16,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,14.90057142857143,0.0,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,14.90057142857143,10.6,0.0,10.6,10.6,10.6,10.6,10.6,10.6,10.6,
-86.916,40.468,0,None,None,121,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,2,0.6666666666666666,2,1,0.5,0.281,0.0,0.281,0.281,0.281,0.281,0.281,0.281,0.281,27.301,0.0,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,27.301,14.48,0.0,14.48,14.48,14.48,14.48,14.48,14.48,14.48,
-86.9155,40.468,0,None,None,121,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,3,3,1.0,3,3,1.0,0.18395238095238095,0.03670517458438036,0.145,0.15074285714285712,0.15935714285714286,0.1737142857142857,0.20342857142857143,0.22125714285714287,0.23314285714285715,16.953714285714284,5.010697736795127,11.86,12.534857142857142,13.209714285714284,13.547142857142855,13.884571428571427,14.55942857142857,15.234285714285713,16.9408,18.647314285714284,19.500571428571426,20.353828571428572,22.060342857142857,23.76685714285714,11.979999999999999,1.307236270406642,10.61,10.806,11.1,11.59,12.665,13.31,13.74,
-86.915,40.468,0,None,None,121,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,36,3,0.08333333333333333,32,3,0.09375,0.19385714285714284,0.035803507599990604,0.15428571428571428,0.16068571428571427,0.17028571428571426,0.18628571428571428,0.21364285714285713,0.23005714285714285,0.241,15.174619047619046,4.793946330477755,10.186285714285713,10.887542857142856,11.588799999999999,11.939428571428572,12.290057142857144,12.991314285714287,13.69257142857143,15.283057142857144,16.87354285714286,17.668785714285715,18.46402857142857,20.054514285714287,21.645,10.056666666666667,3.5249334115066,6.97,7.218,7.59,8.21,11.600000000000001,13.634,14.99,
-86.915,40.468,0,50,1001,None,None,47,66736,None,None,None,None,None,None,None,None,None,None,LTE,36,10,0.2777777777777778,32,9,0.28125,0.12093650793650795,0.029837436430578335,0.082,0.08360000000000001,0.103,0.116,0.1382857142857143,0.16274285714285713,0.1737142857142857,6.5950476190476195,1.6679495402841895,5.107,5.392600000000001,5.668,5.804,5.8056,5.91,6.318,6.3668,6.526,6.624,6.6815999999999995,7.631085714285715,11.08342857142857,0.3333333333333333,0.9428090415820634,0.0,0.0,0.0,0.0,0.0,0.6000000000000005,3.0,
-86.915,40.468,0,50,1001,250,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,36,1,0.027777777777777776,32,1,0.03125,0.09028571428571429,0.0,0.09028571428571429,0.09028571428571429,0.09028571428571429,0.09028571428571429,0.09028571428571429,0.09028571428571429,0.09028571428571429,5.500571428571428,0.0,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,5.500571428571428,3.59,0.0,3.59,3.59,3.59,3.59,3.59,3.59,3.59,
-86.915,40.468,0,50,1001,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,36,6,0.16666666666666666,32,5,0.15625,0.12117142857142857,0.02723838827681196,0.077,0.08917142857142857,0.10742857142857143,0.126,0.13942857142857143,0.14937142857142857,0.156,7.405057142857143,2.3376258610227705,4.145,4.8065999999999995,5.4682,5.799,6.0742,6.6246,7.175,7.992771428571428,8.810542857142856,9.21942857142857,9.512914285714286,10.099885714285714,10.686857142857143,3.5700000000000003,7.140000000000001,0.0,0.0,0.0,0.0,0.0,10.710000000000003,17.85,
