grid_lat,grid_lon,grid_height,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nrscell1_cid,nrscell1_freq,nrscell2_cid,nrscell2_freq,nrscell3_cid,nrscell3_freq,cell_set_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_20_ul,thput_25_ul,thput_30_ul,thput_40_ul,thput_50_ul,thput_60_ul,thput_70_ul,thput_75_ul,thput_80_ul,thput_90_ul,thput_100_ul,rbs_avg,rbs_std,rbs_0,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90,rbs_100
-86.91,40.4305,0,1,1475,790,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,13,2,0.15384615384615385,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.91,40.4305,0,1,1475,None,None,298,1001,None,None,None,None,None,None,None,None,None,None,LTE,13,4,0.3076923076923077,8,2,0.25,0.01307142857142857,0.00392857142857143,0.009142857142857142,0.009928571428571427,0.011107142857142857,0.01307142857142857,0.015035714285714286,0.016214285714285716,0.017,1.209285714285714,0.8607142857142857,0.34857142857142853,0.5207142857142857,0.6928571428571428,0.7789285714285714,0.8649999999999999,1.0371428571428571,1.209285714285714,1.3814285714285712,1.5535714285714284,1.639642857142857,1.7257142857142855,1.8978571428571427,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9095,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,12,5,0.4166666666666667,7,5,0.7142857142857143,0.3731555555555556,0.03222341760234799,0.3173333333333333,0.3358222222222222,0.3635555555555555,0.37688888888888894,0.39822222222222226,0.4051555555555556,0.4097777777777778,40.9568,5.38774603340709,30.837333333333333,34.638933333333334,38.440533333333335,40.34133333333334,40.96977777777778,42.22666666666667,43.483555555555554,43.68693333333333,43.89031111111111,43.992,44.419555555555554,45.27466666666667,46.12977777777778,5.132,0.509054024637857,4.16,4.54,5.11,5.35,5.49,5.526,5.55,
-86.9095,40.4305,0,58,1475,400,520110,None,None,16,1001,None,None,None,None,None,None,None,None,LTE+Sub6,12,1,0.08333333333333333,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9095,40.4305,0,1,1475,400,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,12,3,0.25,7,1,0.14285714285714285,0.024,0.0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.527,0.0,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9095,40.4305,0,1,1475,None,None,298,1001,None,None,None,None,None,None,None,None,None,None,LTE,12,1,0.08333333333333333,7,1,0.14285714285714285,0.013714285714285714,0.0,0.013714285714285714,0.013714285714285714,0.013714285714285714,0.013714285714285714,0.013714285714285714,0.013714285714285714,0.013714285714285714,0.38171428571428573,0.0,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.38171428571428573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9095,40.4305,0,1,1475,790,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,12,2,0.16666666666666666,7,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.909,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,3,0.3,6,3,0.5,0.3626666666666667,0.029561402930339365,0.3208888888888889,0.33315555555555554,0.35155555555555557,0.38222222222222224,0.38355555555555554,0.38435555555555556,0.3848888888888889,38.637925925925934,4.079104643681199,32.89688888888889,34.52142222222222,36.14595555555555,36.95822222222222,37.77048888888889,39.395022222222224,41.019555555555556,41.21511111111111,41.41066666666667,41.50844444444445,41.60622222222222,41.80177777777778,41.99733333333334,5.136666666666667,0.2812274682332592,4.74,4.854,5.025,5.31,5.335,5.3500000000000005,5.36,
-86.909,40.4305,0,332,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,10,1,0.1,6,1,0.16666666666666666,0.144,0.0,0.144,0.144,0.144,0.144,0.144,0.144,0.144,2.147,0.0,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,2.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.909,40.4305,0,58,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,1,0.1,6,1,0.16666666666666666,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.571,0.0,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,1.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.909,40.4305,0,58,1475,790,520110,None,None,16,1001,None,None,None,None,None,None,None,None,LTE+Sub6,10,3,0.3,6,1,0.16666666666666666,0.10514285714285714,0.0,0.10514285714285714,0.10514285714285714,0.10514285714285714,0.10514285714285714,0.10514285714285714,0.10514285714285714,0.10514285714285714,2.312,0.0,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,2.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.909,40.4305,0,58,1475,400,520110,None,None,16,1001,None,None,None,None,None,None,None,None,LTE+Sub6,10,2,0.2,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-86.9085,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,4,0.4,10,4,0.4,0.35055555555555556,0.020778371946347025,0.32355555555555554,0.3288888888888889,0.3368888888888889,0.34933333333333333,0.363,0.37320000000000003,0.38,37.93275,2.2577857903606176,34.63911111111111,35.48737777777778,36.33564444444444,36.75977777777777,37.18391111111111,37.72337777777777,38.108444444444444,38.49351111111111,38.9627,39.281416666666665,39.60013333333333,40.237566666666666,40.875,5.445,0.6932712311931024,4.82,4.925,5.0825,5.17,5.5325,6.1850000000000005,6.62,
-86.9085,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,10,2,0.2,10,2,0.2,0.16649999999999998,0.020500000000000004,0.146,0.15009999999999998,0.15625,0.16649999999999998,0.17675,0.1829,0.187,20.483,2.257999999999999,18.225,18.6766,19.1282,19.354,19.579800000000002,20.0314,20.483,20.9346,21.3862,21.612000000000002,21.8378,22.2894,22.741,11.585,5.845,5.74,6.909000000000001,8.6625,11.585,14.5075,16.261,17.43,
-86.9085,40.4305,0,81,1475,385,125290,None,None,99,1001,None,None,None,None,None,None,None,None,LTE+Sub6,10,2,0.2,10,2,0.2,0.17857142857142858,0.04657142857142857,0.132,0.14131428571428573,0.1552857142857143,0.17857142857142858,0.20185714285714285,0.21582857142857143,0.22514285714285714,25.480500000000003,12.039500000000002,13.441,15.8489,18.256800000000002,19.46075,20.6647,23.0726,25.480500000000003,27.888400000000004,30.296300000000002,31.50025,32.7042,35.112100000000005,37.52,23.265,1.955,21.31,21.701,22.287499999999998,23.265,24.2425,24.829,25.22,
-86.9085,40.4305,0,332,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,10,2,0.2,10,2,0.2,0.13428571428571429,0.03142857142857144,0.10285714285714286,0.10914285714285714,0.11857142857142858,0.13428571428571429,0.15000000000000002,0.15942857142857145,0.16571428571428573,20.59657142857143,12.756571428571428,7.84,10.391314285714286,12.942628571428571,14.218285714285713,15.493942857142857,18.045257142857142,20.59657142857143,23.147885714285714,25.699199999999998,26.974857142857143,28.250514285714285,30.801828571428572,33.353142857142856,11.845,11.845,0.0,2.369,5.9225,11.845,17.767500000000002,21.321,23.69,
-86.908,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,3,0.42857142857142855,6,3,0.5,0.27970370370370373,0.039979144082774205,0.2248888888888889,0.23893333333333333,0.26,0.2951111111111111,0.3071111111111111,0.3143111111111111,0.31911111111111107,28.370962962962963,5.071826577675859,21.4,23.198755555555554,24.99751111111111,25.89688888888889,26.796266666666668,28.595022222222223,30.39377777777778,30.978844444444444,31.56391111111111,31.856444444444445,32.14897777777778,32.73404444444444,33.31911111111111,4.69,0.267706306736817,4.34,4.42,4.54,4.74,4.865,4.94,4.99,
-86.908,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,4,0.5714285714285714,6,3,0.5,0.21766666666666667,0.03034615113797612,0.187,0.191,0.197,0.207,0.23299999999999998,0.24860000000000002,0.259,34.67333333333333,18.2392665300871,21.532,21.63,21.727999999999998,21.777,21.826,21.924,22.022,29.7108,37.39959999999999,41.244,45.08840000000001,52.7772,60.466,7.776666666666667,1.7491394709653343,5.94,6.204000000000001,6.6,7.26,8.695,9.556000000000001,10.13,
-86.9075,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,7,3,0.42857142857142855,0.3597037037037037,0.0073059721516669385,0.3502222222222222,0.35235555555555553,0.35555555555555557,0.3608888888888889,0.36444444444444446,0.3665777777777778,0.368,40.936,2.0643090335529313,39.090666666666664,39.25244444444444,39.41422222222222,39.49511111111111,39.57599999999999,39.73777777777777,39.89955555555555,40.6832,41.46684444444444,41.858666666666664,42.25048888888889,43.03413333333333,43.81777777777778,4.873333333333333,0.5525898619731956,4.17,4.322,4.55,4.93,5.225,5.401999999999999,5.52,
-86.9075,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,7,4,0.5714285714285714,0.2502142857142857,0.038587496653180064,0.192,0.20605714285714286,0.22714285714285715,0.2604285714285714,0.2835,0.28619999999999995,0.288,36.89132142857143,7.362669543715036,24.530285714285714,28.612000000000002,32.693714285714286,34.73457142857143,36.77542857142857,38.88,39.996,41.112,41.9747,42.15275,42.3308,42.6869,43.043,4.955,1.546698095945036,3.19,3.46,3.8649999999999998,4.65,5.74,6.694000000000001,7.33,
-86.907,40.4305,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,2,0.2857142857142857,7,2,0.2857142857142857,0.3666666666666667,0.027111111111111114,0.33955555555555555,0.34497777777777777,0.3531111111111111,0.3666666666666667,0.38022222222222224,0.38835555555555556,0.3937777777777778,39.785777777777774,4.506666666666668,35.279111111111106,36.18044444444444,37.08177777777777,37.53244444444444,37.98311111111111,38.88444444444444,39.785777777777774,40.68711111111111,41.58844444444444,42.03911111111111,42.489777777777775,43.39111111111111,44.29244444444444,6.359999999999999,1.4,4.96,5.24,5.66,6.359999999999999,7.06,7.4799999999999995,7.76,
-86.907,40.4305,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,1,0.14285714285714285,7,1,0.14285714285714285,0.26222222222222225,0.0,0.26222222222222225,0.26222222222222225,0.26222222222222225,0.26222222222222225,0.26222222222222225,0.26222222222222225,0.26222222222222225,26.845333333333333,0.0,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,26.845333333333333,12.82,0.0,12.82,12.82,12.82,12.82,12.82,12.82,12.82,
-86.907,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,7,4,0.5714285714285714,7,4,0.5714285714285714,0.2245357142857143,0.04503177732876814,0.17714285714285713,0.17859999999999998,0.18078571428571427,0.2245,0.26825,0.2705,0.272,41.16246428571428,8.148955612546622,30.398857142857143,32.1263,33.853742857142855,34.717464285714286,35.58118571428571,38.6478,42.384,46.1202,48.6982,48.82899999999999,48.959799999999994,49.221399999999996,49.483,3.4450000000000003,0.367525509318741,3.0,3.0540000000000003,3.1350000000000002,3.4400000000000004,3.75,3.84,3.9,
-86.9065,40.4305,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,8,4,0.5,0.3791111111111111,0.05755684254245355,0.28355555555555556,0.3144888888888889,0.36088888888888887,0.4,0.4182222222222222,0.42702222222222225,0.43288888888888893,45.83177777777778,11.574186662089431,27.194666666666667,32.72346666666667,38.25226666666667,41.016666666666666,43.78106666666667,47.083200000000005,49.272000000000006,51.4608,53.38684444444444,54.08711111111111,54.787377777777785,56.18791111111111,57.58844444444445,9.03,2.491636008730007,6.39,6.813,7.4475,8.33,9.9125,11.807,13.07,
-86.9065,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,8,4,0.5,0.30060714285714285,0.028743300017888825,0.261,0.2706,0.285,0.3002142857142857,0.3158214285714286,0.33092857142857146,0.341,40.67267857142857,6.079148444473863,35.029714285714284,35.559599999999996,36.089485714285715,36.35442857142857,36.61937142857143,37.4684,38.477000000000004,39.4856,41.2129,42.79525,44.3776,47.542300000000004,50.707,20.5275,9.95739015756639,7.79,9.917000000000002,13.1075,20.255,27.675,31.356,33.81,
-86.906,40.4305,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,14,6,0.42857142857142855,13,6,0.46153846153846156,0.3900740740740741,0.026410705731371144,0.3448888888888889,0.35733333333333334,0.37377777777777776,0.39644444444444443,0.4111111111111111,0.41644444444444445,0.42044444444444445,46.58370370370371,5.322908544113701,38.152,41.03911111111111,43.92622222222222,43.96911111111111,44.012,44.09777777777778,45.70666666666666,47.315555555555555,49.58444444444444,50.71888888888889,51.85333333333334,53.00533333333334,54.157333333333334,8.351666666666667,1.1471038410807552,6.87,7.175000000000001,7.61,8.115,8.905000000000001,9.765,10.4,
-86.906,40.4305,0,58,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,14,2,0.14285714285714285,13,2,0.15384615384615385,0.33464285714285713,0.01964285714285713,0.315,0.31892857142857145,0.3248214285714286,0.33464285714285713,0.34446428571428567,0.3503571428571428,0.35428571428571426,45.98657142857142,5.55857142857143,40.428,41.53971428571428,42.65142857142857,43.20728571428571,43.76314285714285,44.87485714285714,45.98657142857142,47.098285714285716,48.21,48.76585714285714,49.321714285714286,50.43342857142857,51.54514285714286,3.335,0.33499999999999996,3.0,3.067,3.1675,3.335,3.5025,3.6029999999999998,3.67,
-86.906,40.4305,0,81,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,14,6,0.42857142857142855,13,5,0.38461538461538464,0.26962857142857144,0.10233744103081087,0.069,0.15705714285714287,0.28914285714285715,0.307,0.34,0.34180000000000005,0.343,39.24211428571429,11.72778262543213,16.806,26.5252,36.2444,41.104,41.5604,42.4732,43.386,43.499028571428575,43.61205714285714,43.668571428571425,45.18405714285714,48.215028571428576,51.246,13.422,4.984373180250452,6.69,7.482,8.67,15.02,16.8,18.678,19.93,
-86.9055,40.4305,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,11,5,0.45454545454545453,10,4,0.4,0.21422222222222223,0.009469900334516673,0.19911111111111113,0.2033777777777778,0.20977777777777779,0.21733333333333335,0.2217777777777778,0.2225777777777778,0.22311111111111112,19.165777777777777,1.4226450066038312,17.751111111111108,17.854577777777777,17.958044444444443,18.009777777777778,18.06151111111111,18.365333333333332,18.769333333333336,19.173333333333336,19.635733333333334,19.925333333333334,20.214933333333335,20.79413333333333,21.37333333333333,8.335,3.8230714092206024,5.64,5.664,5.699999999999999,6.41,9.045,12.546000000000003,14.88,
-86.9055,40.4305,0,None,None,137,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,11,6,0.5454545454545454,10,6,0.6,0.444,0.27117606993492216,0.23644444444444446,0.24844444444444447,0.2657777777777778,0.2982222222222223,0.51,0.7853333333333333,0.9955555555555555,24.88222222222222,5.912107267775087,16.347555555555555,17.090222222222224,17.832888888888892,20.088,22.343111111111114,26.85333333333333,26.863999999999997,26.874666666666666,27.568444444444445,27.915333333333336,28.262222222222224,30.692444444444448,33.12266666666667,13.876666666666667,6.277389761853427,8.64,8.86,9.25,10.465,17.17,22.305,25.44,
-86.9055,40.431,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,15,5,0.3333333333333333,14,5,0.35714285714285715,0.3214222222222222,0.05445226247722759,0.2551111111111111,0.2657777777777778,0.2817777777777778,0.32622222222222225,0.3288888888888889,0.3806222222222222,0.4151111111111111,21.96248888888889,8.287575724876097,11.187555555555555,12.09351111111111,12.999466666666667,13.452444444444446,15.56231111111111,19.782044444444445,24.00177777777778,26.231822222222224,28.46186666666667,29.57688888888889,29.98026666666667,30.787022222222223,31.593777777777778,7.980000000000001,3.8822313171680025,5.79,5.906,6.08,6.13,6.16,11.908000000000001,15.74,
-86.9055,40.431,0,58,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,15,10,0.6666666666666666,14,9,0.6428571428571429,0.3186984126984127,0.04997792911717148,0.224,0.2633142857142858,0.288,0.31085714285714283,0.36,0.37497142857142857,0.38285714285714284,45.72206349206349,13.571058426716965,26.784,32.2712,33.81948571428571,33.93714285714285,35.60788571428571,39.42308571428571,44.65942857142857,45.53622857142857,53.305571428571426,58.339,59.21642857142857,62.37285714285714,69.734,9.232222222222223,2.708442675855456,5.95,6.262,6.9,9.54,10.69,11.588000000000001,14.98,
-86.9055,40.4315,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,11,5,0.45454545454545453,11,5,0.45454545454545453,0.24266666666666667,0.03150230248296772,0.21244444444444446,0.21386666666666668,0.216,0.23555555555555555,0.24977777777777777,0.2796444444444444,0.2995555555555555,18.45582222222222,3.3327466339972127,15.643555555555555,15.836266666666667,16.02897777777778,16.125333333333334,16.29297777777778,16.628266666666665,16.963555555555555,17.68888888888889,18.414222222222225,18.77688888888889,19.97546666666667,22.372622222222223,24.769777777777776,10.181999999999999,3.3478912766098,6.45,6.47,6.5,10.45,12.54,13.998000000000001,14.97,
-86.9055,40.4315,0,1,1475,697,125290,448,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,11,5,0.45454545454545453,11,5,0.45454545454545453,0.22554285714285713,0.04801287242362559,0.169,0.1740857142857143,0.18171428571428572,0.214,0.279,0.282,0.284,25.38202857142857,5.5654047526130705,19.71314285714286,19.942285714285717,20.171428571428574,20.286,20.7866,21.7878,22.789,26.241400000000002,29.6938,31.42,31.6764,32.1892,32.702,12.128,2.464170448650011,8.89,9.918000000000001,11.46,11.78,11.99,14.708,16.52,
-86.9055,40.4315,0,58,1475,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,11,1,0.09090909090909091,11,1,0.09090909090909091,0.184,0.0,0.184,0.184,0.184,0.184,0.184,0.184,0.184,29.021714285714285,0.0,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,29.021714285714285,6.51,0.0,6.51,6.51,6.51,6.51,6.51,6.51,6.51,
-86.9055,40.432,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,7,3,0.42857142857142855,0.1928888888888889,0.004414715385407804,0.18933333333333335,0.18951111111111113,0.1897777777777778,0.19022222222222224,0.19466666666666668,0.19733333333333336,0.19911111111111113,15.890074074074073,2.5053279675455076,13.140444444444444,13.57831111111111,14.016177777777777,14.235111111111111,14.454044444444445,14.891911111111112,15.329777777777778,16.103822222222224,16.877866666666666,17.26488888888889,17.65191111111111,18.425955555555554,19.2,14.183333333333332,1.769299924326631,12.24,12.55,13.015,13.79,15.155,15.974,16.52,
-86.9055,40.432,0,429,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,8,1,0.125,7,1,0.14285714285714285,0.129,0.0,0.129,0.129,0.129,0.129,0.129,0.129,0.129,6.686,0.0,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,6.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9055,40.432,0,1,1475,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,1,0.125,7,1,0.14285714285714285,0.07885714285714286,0.0,0.07885714285714286,0.07885714285714286,0.07885714285714286,0.07885714285714286,0.07885714285714286,0.07885714285714286,0.07885714285714286,6.115428571428572,0.0,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,6.115428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9055,40.432,0,1,1475,697,125290,448,66736,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,2,0.25,7,2,0.2857142857142857,0.062,0.0020000000000000018,0.06,0.060399999999999995,0.061,0.062,0.063,0.0636,0.064,4.703071428571429,2.8699285714285714,1.8331428571428572,2.4071285714285717,2.981114285714286,3.268107142857143,3.5551000000000004,4.129085714285715,4.703071428571429,5.277057142857142,5.851042857142857,6.1380357142857145,6.425028571428572,6.999014285714286,7.573,12.275,1.455,10.82,11.111,11.5475,12.275,13.002500000000001,13.439,13.73,
-86.9055,40.4325,0,None,None,697,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,1,0.1111111111111111,9,1,0.1111111111111111,0.2,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,19.076444444444444,0.0,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,19.076444444444444,5.92,0.0,5.92,5.92,5.92,5.92,5.92,5.92,5.92,
-86.9055,40.4325,0,None,None,485,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,4,0.4444444444444444,9,4,0.4444444444444444,0.15288888888888888,0.04094199449929434,0.12088888888888888,0.12115555555555554,0.12155555555555556,0.13466666666666666,0.166,0.19920000000000002,0.22133333333333335,10.314666666666666,3.6441073014788348,6.904888888888888,6.953422222222222,7.001955555555556,7.026222222222223,7.050488888888889,7.963022222222223,9.307555555555556,10.652088888888889,11.967466666666667,12.596,13.224533333333335,14.4816,15.738666666666665,12.040000000000001,0.963846460801719,11.22,11.232000000000001,11.25,11.67,12.46,13.144,13.6,
-86.9055,40.4325,0,1,1475,385,125290,448,66736,298,1001,460,5035,None,None,None,None,None,None,LTE+Sub6,9,3,0.3333333333333333,9,3,0.3333333333333333,0.08314285714285714,0.009581728644118645,0.07,0.07337142857142857,0.07842857142857143,0.08685714285714285,0.08971428571428572,0.09142857142857143,0.09257142857142857,5.343952380952381,0.8913210583313647,4.129,4.435314285714285,4.741628571428571,4.894785714285714,5.047942857142857,5.354257142857143,5.660571428571428,5.776914285714286,5.893257142857143,5.951428571428572,6.0096,6.125942857142857,6.242285714285715,6.783333333333334,1.9859226794839946,4.0,4.77,5.925,7.85,8.175,8.37,8.5,
-86.9055,40.4325,0,429,5035,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,9,1,0.1111111111111111,9,1,0.1111111111111111,0.051,0.0,0.051,0.051,0.051,0.051,0.051,0.051,0.051,2.902,0.0,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,2.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9055,40.433,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,7,4,0.5714285714285714,0.20244444444444443,0.03350990271915025,0.17244444444444446,0.17457777777777778,0.17777777777777778,0.18977777777777777,0.21444444444444444,0.24044444444444446,0.2577777777777778,15.073333333333334,4.325292117445316,11.19111111111111,11.42471111111111,11.65831111111111,11.77511111111111,11.89191111111111,12.571733333333333,13.474666666666666,14.3776,15.696888888888886,16.77288888888889,17.848888888888894,20.00088888888889,22.152888888888892,11.62,3.187318622290529,7.4,8.552,10.280000000000001,11.350000000000001,12.690000000000001,14.904,16.38,
-86.9055,40.433,0,1,1475,385,125290,448,66736,298,1001,460,5035,None,None,None,None,None,None,LTE+Sub6,8,4,0.5,7,3,0.42857142857142855,0.12085714285714284,0.046036365394930015,0.061714285714285715,0.07474285714285714,0.09428571428571429,0.12685714285714286,0.1504285714285714,0.16457142857142856,0.174,11.32847619047619,2.707742492537961,7.96,8.655085714285715,9.350171428571429,9.697714285714286,10.045257142857142,10.740342857142856,11.43542857142857,12.066342857142857,12.697257142857142,13.012714285714285,13.328171428571428,13.959085714285713,14.59,9.18,1.9888355051805233,7.26,7.4799999999999995,7.81,8.36,10.14,11.208,11.92,
-86.9055,40.4335,0,None,None,385,125290,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,4,0.4444444444444444,9,4,0.4444444444444444,0.19644444444444445,0.03284681994115889,0.15644444444444447,0.16311111111111112,0.1731111111111111,0.19244444444444445,0.2157777777777778,0.2329777777777778,0.24444444444444446,16.117333333333335,4.343694825921906,10.135111111111112,11.504977777777778,12.874844444444445,13.559777777777779,14.244711111111112,15.270222222222223,16.123555555555555,16.976888888888887,17.999911111111107,18.681111111111107,19.36231111111111,20.72471111111111,22.08711111111111,12.12,1.865542816447802,9.88,10.369,11.1025,11.780000000000001,12.7975,14.143,15.04,
-86.9055,40.4335,0,460,5035,400,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,4,0.4444444444444444,9,4,0.4444444444444444,0.13789285714285715,0.02163080168723881,0.106,0.11560000000000001,0.13,0.1392857142857143,0.14717857142857144,0.15907142857142859,0.167,12.512571428571428,6.700168152017239,1.608,5.0022,8.396400000000002,10.0935,11.7906,13.560457142857144,14.518142857142857,15.47582857142857,16.44345714285714,16.937214285714283,17.43097142857143,18.418485714285715,19.406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
-86.9055,40.4335,0,1,1475,400,520110,None,None,None,None,None,None,None,None,None,None,None,None,LTE+Sub6,9,1,0.1111111111111111,9,1,0.1111111111111111,0.08571428571428572,0.0,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,0.08571428571428572,6.013714285714285,0.0,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,6.013714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
