thput,cdf
-0.2159,0.029411764705882353
-0.0176,0.058823529411764705
-0.0158,0.08823529411764705
0.0774,0.11764705882352941
0.0783,0.14705882352941177
0.3864,0.17647058823529413
0.4904,0.2058823529411765
0.5626,0.23529411764705885
0.8734,0.2647058823529412
1.0664,0.29411764705882354
1.1296,0.3235294117647059
1.5143,0.35294117647058826
3.1255,0.3823529411764706
4.6193,0.411764705882353
6.6844,0.44117647058823534
6.8061,0.4705882352941177
7.691,0.5
7.8876,0.5294117647058824
8.6673,0.5588235294117647
10.598,0.5882352941176471
10.8586,0.6176470588235294
18.4464,0.6470588235294118
20.2536,0.6764705882352942
20.78,0.7058823529411765
21.2943,0.7352941176470589
22.8536,0.7647058823529412
26.1791,0.7941176470588236
26.5542,0.823529411764706
27.6011,0.8529411764705883
29.0581,0.8823529411764707
36.0211,0.911764705882353
54.3816,0.9411764705882354
66.1986,0.9705882352941178
86.1963,1.0
