time,lat,lon,pcell_cid,pcell_freq,nrcell_cid,nrcell_freq,scell1_cid,scell1_freq,scell2_cid,scell2_freq,scell3_cid,scell3_freq,nr_scell1_cid,nr_scell1_freq,nr_scell2_cid,nr_scell2_freq,nr_scell3_cid,nr_scell3_freq,cell_set_type,cell_set_type_v2,throughput_dl,rtt,total_bw,time_delta
1696612899,-86.91604144,40.43141553,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,43.984,None,0,10
1696612899,-86.91603621,40.43141557,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,190.7808,None,0,10.0999999
1696612899,-86.91603046,40.43141562,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,130.08416,None,0,10.20000005
1696612899,-86.91602595,40.43141563,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,43.984,None,0,10.29999995
1696612899,-86.91602074,40.43141561,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,43.984,None,0,10.39999986
1696612899,-86.91601649,40.43141559,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,20.49344,None,0,10.5
1696612899,-86.91601128,40.43141556,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,43.984,None,0,10.5999999
1696612899,-86.91600655,40.43141554,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.408,None,0,10.70000005
1696612900,-86.9160023,40.43141552,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,12.8256,None,0,10.79999995
1696612900,-86.9159971,40.4314155,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.408,None,0,10.89999986
1696612900,-86.91599284,40.43141548,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,3.05472,None,0,11
1696612900,-86.91598811,40.43141546,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.4992,None,0,11.0999999
1696612900,-86.91598291,40.43141543,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.408,None,0,11.20000005
1696612900,-86.91597906,40.43141542,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.2448,None,0,11.29999995
1696612900,-86.91597362,40.4314154,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.49056,None,0,11.39999986
1696612900,-86.91596917,40.43141539,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.408,None,0,11.5
1696612900,-86.91596373,40.43141537,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.408,None,0,11.5999999
1696612900,-86.91595879,40.43141535,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.2496,None,0,11.70000005
1696612901,-86.91595434,40.43141534,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.1248,None,0,11.79999995
1696612901,-86.9159489,40.43141532,31,1200,None,None,196,1001,None,None,None,None,None,None,None,None,None,None,LTE,LTE+LTE,0.152,None,0,11.89999986
1696612901,-86.91594446,40.43141531,31,1200,None,None,None,None,None,None,None,None,None,None,None,None,None,None,LTE,LTE,0.1248,None,0,12
